feature,factor,value,view
NC_059444.1+LOC106600868,Factor1,-0.000131599996577409,HostRNA
NC_059457.1+rtp3,Factor1,-8.29397048685827e-05,HostRNA
NC_059457.1+LOC106573503,Factor1,-0.000289571352828861,HostRNA
NC_059450.1+LOC106611098,Factor1,0.000401903786870269,HostRNA
NC_059469.1+col1a1b,Factor1,-4.5512653993481e-05,HostRNA
NC_059444.1+LOC100136584,Factor1,0.000106509832324086,HostRNA
NC_059447.1+LOC123724067,Factor1,8.45412578567047e-05,HostRNA
NC_059464.1+LOC106584496,Factor1,-0.000177651903406037,HostRNA
NC_059458.1+lum,Factor1,-0.000399630239010044,HostRNA
NC_059451.1+tpm1,Factor1,3.70922953375591e-05,HostRNA
NC_059447.1+LOC106607372,Factor1,0.000757426357087312,HostRNA
NC_059470.1+LOC106590538,Factor1,0.000298104133294951,HostRNA
NC_059442.1+LOC100194678,Factor1,9.85364012500633e-06,HostRNA
NC_059457.1+gpx4a,Factor1,-0.00031557458438558,HostRNA
NC_059461.1+LOC106580076,Factor1,0.000221649235828252,HostRNA
NC_059470.1+LOC106590247,Factor1,-0.000630483799238202,HostRNA
NW_025547958.1+LOC106598467,Factor1,-0.0011536413772101,HostRNA
NC_059458.1+LOC100380696,Factor1,-0.000193501568014248,HostRNA
NC_059450.1+LOC106612854,Factor1,0.000833467888184335,HostRNA
NC_059461.1+slc6a4b,Factor1,0.000389372517774125,HostRNA
NC_059459.1+LOC106577395,Factor1,3.02164234543531e-06,HostRNA
NC_059457.1+prs23,Factor1,0.00015323324891825,HostRNA
NC_059450.1+spon2b,Factor1,-0.000114660810515296,HostRNA
NC_059448.1+LOC106608612,Factor1,1.6113309008794e-05,HostRNA
NC_059450.1+lpp60,Factor1,-2.61760844847826e-05,HostRNA
NC_059459.1+LOC106577961,Factor1,0.00019586912178974,HostRNA
NC_059456.1+LOC106572749,Factor1,-7.37104475116969e-05,HostRNA
NC_059462.1+LOC100286503,Factor1,1.0906979616656e-05,HostRNA
NC_059455.1+LOC106570159,Factor1,0.0865906813542843,HostRNA
NW_025549982.1+LOC106598333,Factor1,-0.000541430063900069,HostRNA
NC_059447.1+LOC100194731,Factor1,0.000921657730861138,HostRNA
NC_059447.1+mbl2,Factor1,0.000373910981633218,HostRNA
NC_059444.1+LOC106601074,Factor1,-3.4098653008574e-05,HostRNA
NC_059460.1+cavin1,Factor1,0.0001359802409528,HostRNA
NC_059448.1+LOC106609495,Factor1,-0.000134890220985077,HostRNA
NC_059455.1+LOC106568853,Factor1,-3.32801196882536e-05,HostRNA
NC_059450.1+LOC106611720,Factor1,-1.13960951556919e-05,HostRNA
NC_059444.1+LOC106601915,Factor1,-0.000190335058356092,HostRNA
NC_059463.1+LOC106583653,Factor1,0.000116467903807628,HostRNA
NC_059450.1+LOC106611397,Factor1,0.000121600954407473,HostRNA
NC_059450.1+tgfbi,Factor1,7.64082256356169e-05,HostRNA
NC_059445.1+glb1,Factor1,0.00021539492960104,HostRNA
NC_059450.1+LOC123744732,Factor1,0.000139980096075188,HostRNA
NC_059462.1+LOC106582581,Factor1,-0.000118320568676534,HostRNA
NC_059444.1+LOC106600490,Factor1,7.59263536577526e-06,HostRNA
NC_059447.1+LOC106608185,Factor1,-9.95718810983928e-05,HostRNA
NC_059453.1+prelp,Factor1,-0.000120305770552086,HostRNA
NC_059469.1+LOC106589822,Factor1,-0.00105608377372203,HostRNA
NC_059461.1+LOC106581002,Factor1,1.98763780238262e-05,HostRNA
NC_059466.1+LOC106586886,Factor1,-0.00172257303056371,HostRNA
NC_059459.1+LOC106576938,Factor1,0.0001131580130333,HostRNA
NC_059469.1+asah2,Factor1,0.00025600434236044,HostRNA
NC_059450.1+dusp1,Factor1,-0.000465968924540549,HostRNA
NC_059465.1+klf9,Factor1,-8.24172573666627e-05,HostRNA
NC_059450.1+LOC106610841,Factor1,9.75399689920901e-05,HostRNA
NC_059468.1+LOC100136435,Factor1,0.000104180915266926,HostRNA
NC_059448.1+LOC106608552,Factor1,-0.000134248526438282,HostRNA
NC_059456.1+mamdc2a,Factor1,0.000164330616152708,HostRNA
NC_059468.1+LOC106588939,Factor1,-8.21701358194863e-06,HostRNA
NC_059448.1+LOC106608950,Factor1,0.000117013252988406,HostRNA
NC_059455.1+LOC106570128,Factor1,0.00228482204742456,HostRNA
NC_059450.1+LOC106612582,Factor1,-1.03589496927825e-05,HostRNA
NC_059444.1+LOC106593002,Factor1,0.000471882156105308,HostRNA
NC_059452.1+c6,Factor1,4.57105335320615e-05,HostRNA
NC_059455.1+LOC106570152,Factor1,4.58812174134207e-05,HostRNA
NC_059456.1+LOC106572423,Factor1,-8.58654176970889e-05,HostRNA
NC_059451.1+LOC100195293,Factor1,-0.000460563886731606,HostRNA
NC_059442.1+LOC106601584,Factor1,6.54052070306848e-05,HostRNA
NC_059455.1+LOC106570356,Factor1,-0.00303646567452862,HostRNA
NW_025550562.1+LOC100380615,Factor1,-0.000121957326976106,HostRNA
NC_059442.1+LOC106561820,Factor1,0.00039538742973287,HostRNA
NC_059442.1+LOC106568681,Factor1,-7.55493513798098e-05,HostRNA
NW_025549709.1+LOC123738715,Factor1,0.000524109851193531,HostRNA
NC_059454.1+LOC106566399,Factor1,-4.26729986219447e-05,HostRNA
NC_059467.1+crld2,Factor1,0.000516940472331363,HostRNA
NC_059458.1+LOC106576384,Factor1,-3.53665836111078e-05,HostRNA
NC_059450.1+LOC106613249,Factor1,0.000243844105993543,HostRNA
NC_059442.1+LOC106612488,Factor1,-0.000409496108331067,HostRNA
NC_059456.1+LOC106571431,Factor1,0.00027242187825171,HostRNA
NC_059450.1+LOC106612711,Factor1,-7.15149645939678e-06,HostRNA
NC_059450.1+LOC100380299,Factor1,-0.000388553207410471,HostRNA
NC_059452.1+epdl2,Factor1,-0.000184070649472336,HostRNA
NC_059457.1+LOC106593628,Factor1,-0.00422757267160008,HostRNA
NC_059450.1+LOC106611589,Factor1,4.92226334529634e-05,HostRNA
NC_059456.1+LOC106572526,Factor1,0.000353935062837778,HostRNA
NC_059453.1+LOC123725541,Factor1,-6.1082899289548e-05,HostRNA
NC_059469.1+LOC106589894,Factor1,-0.000970675325958309,HostRNA
NW_025548489.1+LOC123733099,Factor1,-0.000164564851336725,HostRNA
NC_059469.1+LOC106589839,Factor1,-4.92349341045019e-06,HostRNA
NC_059468.1+LOC106589109,Factor1,-0.000638531255203847,HostRNA
NC_059469.1+LOC106589386,Factor1,0.000217923911329348,HostRNA
NC_059461.1+LOC106581480,Factor1,2.20385399594569e-05,HostRNA
NC_059442.1+LOC106568813,Factor1,-0.000428131127207287,HostRNA
NC_059460.1+pi15a,Factor1,0.000309970021155771,HostRNA
NC_059445.1+LOC100194720,Factor1,0.000157016368877391,HostRNA
NC_059461.1+isg15,Factor1,4.58799891100027e-05,HostRNA
NC_059458.1+LOC106576427,Factor1,-0.000131868148793357,HostRNA
NC_059444.1+LOC106599076,Factor1,-0.000447052513604044,HostRNA
NC_001960.1+rna133451,Factor1,-0.000217111204884163,HostRNA
NC_059468.1+LOC106588725,Factor1,3.48952597386447e-05,HostRNA
NC_059459.1+scdb,Factor1,9.64829989729437e-05,HostRNA
NC_059446.1+LOC123743131,Factor1,0.00106945354748394,HostRNA
NC_059470.1+LOC123731535,Factor1,0.000542316756060398,HostRNA
NC_059442.1+actn1,Factor1,5.94465839191603e-06,HostRNA
NC_059444.1+LOC123741740,Factor1,-5.71822302814615e-05,HostRNA
NC_059445.1+LOC106602685,Factor1,-0.000106448505526399,HostRNA
NC_059447.1+aqp8,Factor1,-3.12953243651942e-05,HostRNA
NC_059460.1+LOC106578631,Factor1,0.000297630856322607,HostRNA
NC_059444.1+LOC106601559,Factor1,0.00225222923880808,HostRNA
NC_059460.1+LOC106579337,Factor1,0.00247011151123333,HostRNA
NC_059454.1+LOC106568508,Factor1,5.5400256049767e-05,HostRNA
NC_059443.1+LOC106590330,Factor1,0.00030817258434992,HostRNA
NC_059460.1+cubn,Factor1,-0.000365071180834131,HostRNA
NC_059453.1+LOC101448032,Factor1,0.000240175666395517,HostRNA
NC_059455.1+LOC106592181,Factor1,-2.21835291538305e-05,HostRNA
NC_059453.1+nbl1,Factor1,-9.05693745834241e-05,HostRNA
NC_059466.1+LOC106586419,Factor1,1.84556319218562e-05,HostRNA
NC_059455.1+LOC106570315,Factor1,-0.000335537508554067,HostRNA
NC_059468.1+LOC106588303,Factor1,0.000520823884268602,HostRNA
NC_059455.1+LOC106568918,Factor1,-0.000285351081140006,HostRNA
NC_059463.1+LOC106582712,Factor1,4.63968010543056e-05,HostRNA
NC_059442.1+LOC106608814,Factor1,-0.00095828858362688,HostRNA
NC_059447.1+col1a1a,Factor1,-5.83811733697573e-05,HostRNA
NC_059468.1+LOC106588402,Factor1,0.000394529091939094,HostRNA
NC_059457.1+LOC106573483,Factor1,6.70335741860616e-05,HostRNA
NC_059463.1+helz2a,Factor1,4.47427380649929e-06,HostRNA
NC_059447.1+ctsbb,Factor1,1.74537168344166e-05,HostRNA
NC_059451.1+LOC106613965,Factor1,-7.7646858279926e-05,HostRNA
NC_059459.1+LOC106577553,Factor1,-0.00237188061329673,HostRNA
NC_059442.1+LOC106560797,Factor1,-0.000143109869742068,HostRNA
NC_059443.1+apoeb,Factor1,0.00207229451988417,HostRNA
NC_059453.1+LOC106566147,Factor1,0.000794278449998998,HostRNA
NC_059443.1+LOC106588089,Factor1,4.95182872845652e-05,HostRNA
NC_059442.1+tnca,Factor1,7.86131639706784e-05,HostRNA
NC_059469.1+si:ch73-288o11.4,Factor1,6.69186569283162e-05,HostRNA
NC_059450.1+si:dkeyp-118h9.7,Factor1,3.11396509593042e-05,HostRNA
NC_059452.1+LOC106562955,Factor1,-0.000438090270742445,HostRNA
NC_059458.1+LOC123728180,Factor1,-0.000495971747089215,HostRNA
NC_059457.1+LOC123727924,Factor1,-6.81995398575821e-05,HostRNA
NC_059445.1+LOC106603012,Factor1,0.000385723321022398,HostRNA
NC_059448.1+LOC106576454,Factor1,-0.000650796078214645,HostRNA
NC_059468.1+LOC106588632,Factor1,-2.8837231668088e-05,HostRNA
NC_059452.1+LOC106562962,Factor1,-0.000423110084417812,HostRNA
NC_059454.1+LOC106567965,Factor1,-0.000830871643148501,HostRNA
NC_059451.1+elavl4,Factor1,9.50376305079671e-05,HostRNA
NC_059447.1+LOC106606396,Factor1,-0.000641634140860842,HostRNA
NC_059442.1+lyz,Factor1,5.13448950168299e-05,HostRNA
NC_059444.1+LOC101448011,Factor1,0.000160005012473676,HostRNA
NC_059457.1+alpi.2,Factor1,1.15261074604799e-06,HostRNA
NC_059451.1+LOC106560296,Factor1,7.93545382049776e-05,HostRNA
NC_059442.1+slc5a1,Factor1,3.26804988733049e-05,HostRNA
NC_059451.1+meltf,Factor1,-2.95991292905408e-05,HostRNA
NC_059450.1+LOC106612870,Factor1,-0.000126037499499666,HostRNA
NC_059455.1+LOC106570558,Factor1,1.75354577843934e-06,HostRNA
NC_059459.1+sb:cb1058,Factor1,-0.000207355356473959,HostRNA
NC_059445.1+LOC123742455,Factor1,7.8975926802477e-05,HostRNA
NC_059452.1+LOC106563358,Factor1,-2.16035113446173e-05,HostRNA
NC_059455.1+LOC106569843,Factor1,6.85120214662324e-05,HostRNA
NC_059449.1+LOC106610225,Factor1,0.000228750253755609,HostRNA
NC_059457.1+LOC106573930,Factor1,-0.000172384801256597,HostRNA
NC_059454.1+LOC106567727,Factor1,-0.000524005807121931,HostRNA
NC_059460.1+LOC106578378,Factor1,0.000203550262720172,HostRNA
NC_059451.1+faxdc2,Factor1,-0.000399410089034637,HostRNA
NC_059444.1+LOC106601904,Factor1,0.000349808113012217,HostRNA
NC_059459.1+LOC106577766,Factor1,0.000589749231607586,HostRNA
NC_059468.1+LOC106588634,Factor1,-0.000172117328330816,HostRNA
NC_059454.1+si:ch211-117c9.2,Factor1,-0.00022243521495968,HostRNA
NC_059452.1+LOC106563533,Factor1,0.000251879525614469,HostRNA
NC_059463.1+LOC106582948,Factor1,-0.000135220868193991,HostRNA
NC_059450.1+fbln4,Factor1,6.68721972823511e-05,HostRNA
NC_059466.1+LOC106586667,Factor1,-1.47211081274007e-05,HostRNA
NC_059445.1+LOC106603518,Factor1,-0.000712696800063934,HostRNA
NC_059452.1+LOC106563597,Factor1,-0.000103722312038286,HostRNA
NC_059454.1+LOC123726206,Factor1,-0.000250976094317059,HostRNA
NC_059454.1+slmapb,Factor1,-4.61984643816372e-05,HostRNA
NC_059447.1+LOC106606327,Factor1,0.000220716604294774,HostRNA
NC_059445.1+LOC106602539,Factor1,-6.47425579634943e-05,HostRNA
NC_059447.1+LOC106607932,Factor1,5.15669535394199e-05,HostRNA
NC_059444.1+LOC100136453,Factor1,-0.000143148538466556,HostRNA
NC_059447.1+LOC106607151,Factor1,-0.00134909075680885,HostRNA
NC_059455.1+LOC106569131,Factor1,-0.000462242533049946,HostRNA
NC_059451.1+LOC106613694,Factor1,7.39520154356375e-05,HostRNA
NC_059443.1+LOC106579093,Factor1,-0.00169269470877876,HostRNA
NC_059447.1+ctgf,Factor1,-0.00539567561912236,HostRNA
NC_059452.1+mpx,Factor1,0.000651221422884764,HostRNA
NC_059457.1+LOC106574663,Factor1,0.00328401714120975,HostRNA
NC_059446.1+LOC106604170,Factor1,2.84498029671817e-05,HostRNA
NC_059447.1+LOC106607375,Factor1,0.000119345543636568,HostRNA
NC_059467.1+LOC100195089,Factor1,6.07433212835064e-05,HostRNA
NC_059446.1+fhl1,Factor1,-3.23640010019767e-05,HostRNA
NC_059459.1+LOC123723801,Factor1,-0.000199038514388581,HostRNA
NC_059454.1+tns2a,Factor1,-0.000434625378823471,HostRNA
NC_059458.1+LOC123728251,Factor1,0.000234152257569741,HostRNA
NC_059453.1+LOC106595200,Factor1,-4.5094953689554e-05,HostRNA
NC_059455.1+mep1bb,Factor1,0.000121376948190602,HostRNA
NC_059460.1+LOC106579696,Factor1,0.00393614366002947,HostRNA
NC_059465.1+c7a,Factor1,1.90964293300815e-05,HostRNA
NC_059443.1+LOC106586122,Factor1,0.000256219408492935,HostRNA
NC_059457.1+LOC106574173,Factor1,0.0021793148135026,HostRNA
NC_059447.1+LOC106606413,Factor1,-0.000196038299498666,HostRNA
NC_059444.1+LOC106592805,Factor1,-0.000205217952830777,HostRNA
NC_059452.1+LOC106587327,Factor1,0.000483937674455424,HostRNA
NC_059451.1+tm4sf4,Factor1,0.000522025950529396,HostRNA
NC_059452.1+LOC106563633,Factor1,-0.000181906927688945,HostRNA
NC_059446.1+LOC106605564,Factor1,0.000100560699356754,HostRNA
NC_059442.1+LOC106565855,Factor1,-0.000110908719783623,HostRNA
NC_059462.1+gpm6bb,Factor1,-4.65483596475847e-05,HostRNA
NC_059445.1+LOC106610223,Factor1,0.000200869437014702,HostRNA
NC_059470.1+LOC106590176,Factor1,-4.74250782143996e-05,HostRNA
NC_059444.1+LOC123723657,Factor1,0.000151577695912782,HostRNA
NC_059443.1+LOC106582649,Factor1,1.8780681042823e-05,HostRNA
