feature,factor,value,view
NC_059443.1+gadl1,Factor8,0.291690103303426,HostRNA
NC_059460.1+LOC106578890,Factor8,-0.319718604246663,HostRNA
NC_059449.1+LOC106592508,Factor8,0.0549974904290593,HostRNA
NC_059446.1+LOC123743132,Factor8,-0.0164899079949022,HostRNA
NC_059453.1+LOC123725565,Factor8,-0.0609401105431164,HostRNA
NC_059442.1+LOC106569632,Factor8,-0.262185412279868,HostRNA
NC_059470.1+LOC106590295,Factor8,-0.32747010806719,HostRNA
NC_059449.1+isp2,Factor8,0.018446236250274,HostRNA
NW_025547491.1+LOC123731929,Factor8,0.23158826594211,HostRNA
NC_059443.1+LOC106587486,Factor8,-1.01906494243633,HostRNA
NC_059450.1+LOC106610834,Factor8,0.0230162362193164,HostRNA
NC_059443.1+LOC106577499,Factor8,-0.00323891263776148,HostRNA
NC_059456.1+LOC106571178,Factor8,-0.303473121852917,HostRNA
NC_059448.1+LOC106608845,Factor8,-0.0841189395387525,HostRNA
NW_025549708.1+LOC123738713,Factor8,0.149167192360266,HostRNA
NC_059443.1+LOC106577505,Factor8,-0.10460616366069,HostRNA
NW_025549279.1+LOC100380663,Factor8,-0.0141133438051933,HostRNA
NC_059461.1+ret2,Factor8,-0.276441629731484,HostRNA
NC_059455.1+LOC100136439,Factor8,0.678650882296809,HostRNA
NC_059447.1+LOC123743428,Factor8,-0.502653069427163,HostRNA
NC_059451.1+rbpms2a,Factor8,0.0925258320382859,HostRNA
NC_059448.1+LOC106599773,Factor8,-0.251560302516483,HostRNA
NC_059450.1+LOC106611713,Factor8,0.154078480024439,HostRNA
NC_059451.1+LOC100196494,Factor8,-0.141144780097203,HostRNA
NC_059444.1+LOC106601071,Factor8,-0.258752475138826,HostRNA
NC_059448.1+LOC106608508,Factor8,-0.66110169236657,HostRNA
NC_059448.1+LOC106609541,Factor8,0.274643902632063,HostRNA
NC_059457.1+LOC106573078,Factor8,-0.327992753415193,HostRNA
NC_059459.1+LOC106577917,Factor8,-0.436405045186717,HostRNA
NC_059446.1+LOC106605287,Factor8,-0.344518189308778,HostRNA
NC_059450.1+LOC106612633,Factor8,-0.647331752597036,HostRNA
NC_059456.1+LOC106571269,Factor8,0.0156213599128972,HostRNA
NC_059461.1+LOC100136573,Factor8,-0.167265711733292,HostRNA
NC_059444.1+LOC106601072,Factor8,-0.239737240044216,HostRNA
NC_059453.1+LOC123725581,Factor8,0.098699448052884,HostRNA
NC_059454.1+LOC106566298,Factor8,-0.054847889384995,HostRNA
NC_059463.1+LOC106583599,Factor8,-0.697145922773569,HostRNA
NW_025548300.1+LOC123732866,Factor8,-0.00893170257333127,HostRNA
NC_059453.1+LOC106565579,Factor8,-0.214764471520204,HostRNA
NC_059445.1+LOC106602736,Factor8,-0.125746879104207,HostRNA
NC_059453.1+LOC123725462,Factor8,-0.0707866402702429,HostRNA
NC_059443.1+LOC100136446,Factor8,0.601771860230421,HostRNA
NC_059460.1+LOC106578982,Factor8,0.708095580502682,HostRNA
NC_059450.1+LOC106612508,Factor8,0.104674678074648,HostRNA
NC_059447.1+LOC106600318,Factor8,-0.0269467158611735,HostRNA
NC_059461.1+LOC106592016,Factor8,-0.384135766059967,HostRNA
NC_059458.1+LOC123728348,Factor8,0.0914777228381812,HostRNA
NC_059446.1+LOC106604090,Factor8,0.0246576717951061,HostRNA
NC_059452.1+LOC106594559,Factor8,-0.187286528692097,HostRNA
NC_059450.1+LOC123744634,Factor8,-0.178417130512493,HostRNA
NC_059452.1+LOC106563252,Factor8,-0.363317007316507,HostRNA
NC_059463.1+LOC106583595,Factor8,-0.312198024803981,HostRNA
NC_059455.1+slc6a19,Factor8,0.245251730551675,HostRNA
NC_059458.1+LOC123728265,Factor8,0.079105452438222,HostRNA
NC_059455.1+LOC106570460,Factor8,-0.397961365158871,HostRNA
NC_059444.1+LOC106600603,Factor8,-0.118492067044323,HostRNA
NC_001960.1+rna133449,Factor8,-0.163107391063469,HostRNA
NC_059448.1+LOC106609426,Factor8,0.162573737685806,HostRNA
NC_059469.1+rbp4,Factor8,0.619018072223781,HostRNA
NC_059442.1+LOC106592479,Factor8,0.571569082184167,HostRNA
NC_059462.1+LOC106581733,Factor8,-0.0643627742776883,HostRNA
NC_059457.1+LOC106591349,Factor8,-0.150393339433746,HostRNA
NC_059444.1+LOC106598496,Factor8,-0.316869456710171,HostRNA
NC_059461.1+LOC106580347,Factor8,-0.172191210800237,HostRNA
NW_025547454.1+LOC106597645,Factor8,0.184085767758799,HostRNA
NC_059443.1+LOC106578919,Factor8,0.00728539853111883,HostRNA
NW_025550869.1+LOC106590792,Factor8,-0.0210442021971136,HostRNA
NC_059456.1+mmp9,Factor8,0.389117040324971,HostRNA
NC_059446.1+LOC106605691,Factor8,-0.387234514529316,HostRNA
NC_059448.1+LOC106608877,Factor8,0.0849370173550451,HostRNA
NW_025547269.1+psmb9-a,Factor8,-0.0749033767268499,HostRNA
NC_059449.1+LOC106610314,Factor8,-0.178420835677192,HostRNA
NC_059442.1+LOC106586810,Factor8,-0.197452680535948,HostRNA
NC_059459.1+LOC106576710,Factor8,0.027981164018972,HostRNA
NC_059443.1+LOC106578009,Factor8,0.1453980396968,HostRNA
NC_059447.1+LOC123743438,Factor8,-0.0125434674958303,HostRNA
NC_059453.1+LOC106564730,Factor8,-0.819889273785828,HostRNA
NC_059444.1+LOC106601077,Factor8,-0.0812288240481255,HostRNA
NC_059442.1+LOC106610502,Factor8,-0.416523031475965,HostRNA
NC_059446.1+LOC106605692,Factor8,-0.19087489848445,HostRNA
NC_059451.1+LOC106561182,Factor8,0.197583633800856,HostRNA
NC_059444.1+LOC100136434,Factor8,0.155283435703485,HostRNA
NC_059462.1+LOC106581830,Factor8,-0.0706472437051801,HostRNA
NC_059451.1+LOC106560454,Factor8,-0.380120905167071,HostRNA
NC_059461.1+LOC106580821,Factor8,-0.651520351464917,HostRNA
NC_059445.1+hspb1,Factor8,-0.528863438471834,HostRNA
NC_059460.1+LOC106578314,Factor8,0.388278997370913,HostRNA
NC_059458.1+LOC106576106,Factor8,-0.000604259697719964,HostRNA
NC_059442.1+LOC106612024,Factor8,0.0186600373695424,HostRNA
NC_059442.1+LOC106561458,Factor8,0.146885950832521,HostRNA
NC_059447.1+LOC106606647,Factor8,0.192161441430019,HostRNA
NC_059450.1+LOC106612831,Factor8,-0.234417269042297,HostRNA
NC_059461.1+LOC106580299,Factor8,-0.00591491926526269,HostRNA
NC_059455.1+mpz,Factor8,-0.0586872193884252,HostRNA
NC_059470.1+LOC123731531,Factor8,-0.216746943085162,HostRNA
NC_059445.1+pdlim3a,Factor8,-0.376351917776961,HostRNA
NC_059458.1+LOC106575599,Factor8,-0.135168285620737,HostRNA
NC_059443.1+LOC106588082,Factor8,-0.25133726677355,HostRNA
NC_059468.1+abcb3,Factor8,0.160371903546282,HostRNA
NW_025548372.1+LOC123723754,Factor8,-0.0193862548397619,HostRNA
NC_059444.1+LOC106601736,Factor8,-0.108285582287266,HostRNA
NW_025547500.1+LOC123724015,Factor8,-0.280345010331157,HostRNA
NC_059453.1+myl9b,Factor8,-0.31137730891506,HostRNA
NC_059442.1+tpm2,Factor8,-0.357244048285696,HostRNA
NC_059447.1+hba,Factor8,-0.145223168308787,HostRNA
NC_059444.1+LOC100136576,Factor8,-0.00123394670708434,HostRNA
NC_059451.1+LOC106560919,Factor8,-0.0343018868361705,HostRNA
NC_059442.1+mot9,Factor8,0.70488921860576,HostRNA
NC_059442.1+cfd,Factor8,0.322678574514567,HostRNA
NC_059443.1+LOC123728683,Factor8,-0.00590674271590818,HostRNA
NC_059467.1+saa5,Factor8,0.302986684528183,HostRNA
NC_059461.1+LOC106580183,Factor8,0.591667637564689,HostRNA
NC_059454.1+LOC106567787,Factor8,-0.0611275684791943,HostRNA
NC_059445.1+LOC106593843,Factor8,0.0762093442559131,HostRNA
NC_059442.1+LOC106604599,Factor8,-0.0636725618448554,HostRNA
NC_059448.1+LOC106597302,Factor8,0.066040571143999,HostRNA
NC_059464.1+LOC106597275,Factor8,-0.1907170667594,HostRNA
NC_059457.1+ccl25b,Factor8,0.59265914039006,HostRNA
NC_059447.1+LOC106607380,Factor8,-0.0879526194556033,HostRNA
NC_059465.1+ccl19a.1,Factor8,0.405096877432235,HostRNA
NC_059443.1+LOC106594168,Factor8,0.272189650367914,HostRNA
NC_059445.1+mmp13,Factor8,0.369390655777923,HostRNA
NC_059462.1+LOC106581666,Factor8,-0.0965352691908302,HostRNA
NC_059464.1+LOC106591811,Factor8,-0.0305957391131669,HostRNA
NC_059454.1+LOC106567093,Factor8,-0.334313057852385,HostRNA
NC_059444.1+LOC106600852,Factor8,-0.430763545342993,HostRNA
NC_059468.1+LOC106588865,Factor8,-0.118527338076546,HostRNA
NC_059468.1+LOC106589096,Factor8,-0.0267334619951202,HostRNA
NC_059460.1+lrp2b,Factor8,0.147048626119337,HostRNA
NC_059459.1+cxcl12a,Factor8,0.49298148301024,HostRNA
NC_059445.1+LOC106591957,Factor8,0.124565894425933,HostRNA
NC_059447.1+LOC123723770,Factor8,0.394408722687522,HostRNA
NC_059449.1+pdli3,Factor8,-0.506158454276145,HostRNA
NC_059452.1+hce1,Factor8,0.357379564423325,HostRNA
NC_059468.1+LOC106588714,Factor8,-0.106088084914371,HostRNA
NW_025548201.1+LOC106591921,Factor8,0.0141490152562606,HostRNA
NC_059461.1+LOC106580088,Factor8,-0.010378385315934,HostRNA
NC_059443.1+LOC123734193,Factor8,-0.131603858401654,HostRNA
NC_059444.1+LOC106600868,Factor8,0.19846344622897,HostRNA
NC_059457.1+rtp3,Factor8,-0.00666956228800466,HostRNA
NC_059457.1+LOC106573503,Factor8,-0.175324702764012,HostRNA
NC_059450.1+LOC106611098,Factor8,-0.353453322839571,HostRNA
NC_059469.1+col1a1b,Factor8,-0.24519276102645,HostRNA
NC_059444.1+LOC100136584,Factor8,0.00506294921223947,HostRNA
NC_059447.1+LOC123724067,Factor8,0.000494886919773108,HostRNA
NC_059464.1+LOC106584496,Factor8,0.0449729821311259,HostRNA
NC_059458.1+lum,Factor8,-0.037068570637691,HostRNA
NC_059451.1+tpm1,Factor8,-0.135770876363652,HostRNA
NC_059447.1+LOC106607372,Factor8,0.0569400380656827,HostRNA
NC_059470.1+LOC106590538,Factor8,0.168680000253627,HostRNA
NC_059442.1+LOC100194678,Factor8,-0.159305103355819,HostRNA
NC_059457.1+gpx4a,Factor8,-0.501773137125802,HostRNA
NC_059461.1+LOC106580076,Factor8,-0.213218869820323,HostRNA
NC_059470.1+LOC106590247,Factor8,0.0174028915967178,HostRNA
NW_025547958.1+LOC106598467,Factor8,0.154234479136474,HostRNA
NC_059458.1+LOC100380696,Factor8,0.409793963639087,HostRNA
NC_059450.1+LOC106612854,Factor8,0.0709871893858664,HostRNA
NC_059461.1+slc6a4b,Factor8,-0.199517472136074,HostRNA
NC_059459.1+LOC106577395,Factor8,0.518169651389632,HostRNA
NC_059457.1+prs23,Factor8,-0.340308874189223,HostRNA
NC_059450.1+spon2b,Factor8,-0.0693835719896878,HostRNA
NC_059448.1+LOC106608612,Factor8,-0.184095024898584,HostRNA
NC_059450.1+lpp60,Factor8,0.387346718109072,HostRNA
NC_059459.1+LOC106577961,Factor8,-0.0781121757235908,HostRNA
NC_059456.1+LOC106572749,Factor8,0.368647004609435,HostRNA
NC_059462.1+LOC100286503,Factor8,0.139166169632891,HostRNA
NC_059455.1+LOC106570159,Factor8,0.506810541221222,HostRNA
NW_025549982.1+LOC106598333,Factor8,0.218152433362347,HostRNA
NC_059447.1+LOC100194731,Factor8,-0.0629807366152208,HostRNA
NC_059447.1+mbl2,Factor8,0.176242108128264,HostRNA
NC_059444.1+LOC106601074,Factor8,-0.112931059453468,HostRNA
NC_059460.1+cavin1,Factor8,0.0672978207066591,HostRNA
NC_059448.1+LOC106609495,Factor8,-0.314286733092741,HostRNA
NC_059455.1+LOC106568853,Factor8,0.00952339383474581,HostRNA
NC_059450.1+LOC106611720,Factor8,-0.388388974901706,HostRNA
NC_059444.1+LOC106601915,Factor8,0.473573529698134,HostRNA
NC_059463.1+LOC106583653,Factor8,0.251099722265028,HostRNA
NC_059450.1+LOC106611397,Factor8,-0.314571116673799,HostRNA
NC_059450.1+tgfbi,Factor8,-0.335663906500585,HostRNA
NC_059445.1+glb1,Factor8,0.126258979274582,HostRNA
NC_059450.1+LOC123744732,Factor8,-0.0559647865079824,HostRNA
NC_059462.1+LOC106582581,Factor8,-0.00582116077368968,HostRNA
NC_059444.1+LOC106600490,Factor8,-0.00186354797455274,HostRNA
NC_059447.1+LOC106608185,Factor8,0.00662875883138518,HostRNA
NC_059453.1+prelp,Factor8,-0.223591633039192,HostRNA
NC_059469.1+LOC106589822,Factor8,-0.142025968877852,HostRNA
NC_059461.1+LOC106581002,Factor8,0.430006557673528,HostRNA
NC_059466.1+LOC106586886,Factor8,-0.0218670748436218,HostRNA
NC_059459.1+LOC106576938,Factor8,-0.141922551552901,HostRNA
NC_059469.1+asah2,Factor8,0.27436725162576,HostRNA
NC_059450.1+dusp1,Factor8,0.588274421607588,HostRNA
NC_059465.1+klf9,Factor8,0.721791300650168,HostRNA
NC_059450.1+LOC106610841,Factor8,-0.00461550697492526,HostRNA
NC_059468.1+LOC100136435,Factor8,0.143737343793494,HostRNA
NC_059448.1+LOC106608552,Factor8,-0.591431659982527,HostRNA
NC_059456.1+mamdc2a,Factor8,-0.0921234036462257,HostRNA
NC_059468.1+LOC106588939,Factor8,-0.294272655798718,HostRNA
NC_059448.1+LOC106608950,Factor8,-0.0709825635641973,HostRNA
NC_059455.1+LOC106570128,Factor8,-0.172110388457632,HostRNA
NC_059450.1+LOC106612582,Factor8,0.218545792885848,HostRNA
NC_059444.1+LOC106593002,Factor8,-0.103385474694266,HostRNA
NC_059452.1+c6,Factor8,0.537315848514686,HostRNA
NC_059455.1+LOC106570152,Factor8,0.00152662029361501,HostRNA
NC_059456.1+LOC106572423,Factor8,0.00123671415525581,HostRNA
NC_059451.1+LOC100195293,Factor8,0.0100864395352915,HostRNA
NC_059442.1+LOC106601584,Factor8,-0.181691512635057,HostRNA
NC_059455.1+LOC106570356,Factor8,0.521092186817093,HostRNA
NW_025550562.1+LOC100380615,Factor8,0.300192205149921,HostRNA
NC_059442.1+LOC106561820,Factor8,-0.128104201580109,HostRNA
NC_059442.1+LOC106568681,Factor8,0.00907963509443257,HostRNA
NW_025549709.1+LOC123738715,Factor8,0.145406992494999,HostRNA
NC_059454.1+LOC106566399,Factor8,0.715638203699905,HostRNA
NC_059467.1+crld2,Factor8,0.530305428298552,HostRNA
NC_059458.1+LOC106576384,Factor8,0.0980223495380653,HostRNA
NC_059450.1+LOC106613249,Factor8,0.388172846552728,HostRNA
NC_059442.1+LOC106612488,Factor8,-0.00965380383003786,HostRNA
NC_059456.1+LOC106571431,Factor8,-0.120794061172401,HostRNA
NC_059450.1+LOC106612711,Factor8,0.131373411189036,HostRNA
NC_059450.1+LOC100380299,Factor8,-0.374039425550722,HostRNA
NC_059452.1+epdl2,Factor8,-0.0952172430855972,HostRNA
NC_059457.1+LOC106593628,Factor8,0.00575752775517117,HostRNA
NC_059450.1+LOC106611589,Factor8,0.444925497527885,HostRNA
NC_059456.1+LOC106572526,Factor8,0.301137113469358,HostRNA
NC_059453.1+LOC123725541,Factor8,0.17529977328103,HostRNA
NC_059469.1+LOC106589894,Factor8,-0.0072042904453643,HostRNA
NW_025548489.1+LOC123733099,Factor8,0.124375725313917,HostRNA
NC_059469.1+LOC106589839,Factor8,0.00248894879352784,HostRNA
NC_059468.1+LOC106589109,Factor8,0.10598502787475,HostRNA
NC_059469.1+LOC106589386,Factor8,-0.113379972979378,HostRNA
NC_059461.1+LOC106581480,Factor8,-0.0910143303032076,HostRNA
NC_059442.1+LOC106568813,Factor8,-0.0384983045604934,HostRNA
NC_059460.1+pi15a,Factor8,0.00911916121352863,HostRNA
NC_059445.1+LOC100194720,Factor8,-0.126142303258956,HostRNA
NC_059461.1+isg15,Factor8,-0.403141365747567,HostRNA
NC_059458.1+LOC106576427,Factor8,0.0335226478281993,HostRNA
NC_059444.1+LOC106599076,Factor8,-0.140916156171967,HostRNA
NC_001960.1+rna133451,Factor8,-0.192449222017965,HostRNA
NC_059468.1+LOC106588725,Factor8,-0.0354825236573107,HostRNA
NC_059459.1+scdb,Factor8,0.0849963392907417,HostRNA
NC_059446.1+LOC123743131,Factor8,0.102708187946318,HostRNA
NC_059470.1+LOC123731535,Factor8,0.0743590927174939,HostRNA
NC_059442.1+actn1,Factor8,-0.0803989500451358,HostRNA
NC_059444.1+LOC123741740,Factor8,-0.288419673578858,HostRNA
NC_059445.1+LOC106602685,Factor8,0.107340245870871,HostRNA
NC_059447.1+aqp8,Factor8,0.265194939236536,HostRNA
NC_059460.1+LOC106578631,Factor8,0.028267534752965,HostRNA
NC_059444.1+LOC106601559,Factor8,0.0495420019682544,HostRNA
NC_059460.1+LOC106579337,Factor8,0.259151354810885,HostRNA
NC_059454.1+LOC106568508,Factor8,0.111768650061847,HostRNA
NC_059443.1+LOC106590330,Factor8,0.437277138141391,HostRNA
NC_059460.1+cubn,Factor8,0.00607330085782634,HostRNA
NC_059453.1+LOC101448032,Factor8,0.145662662286442,HostRNA
NC_059455.1+LOC106592181,Factor8,-0.0149138393861675,HostRNA
NC_059453.1+nbl1,Factor8,-0.0504301464286995,HostRNA
NC_059466.1+LOC106586419,Factor8,0.289661130205223,HostRNA
NC_059455.1+LOC106570315,Factor8,0.0180455844942266,HostRNA
NC_059468.1+LOC106588303,Factor8,0.0676796621010202,HostRNA
NC_059455.1+LOC106568918,Factor8,0.287152966206322,HostRNA
NC_059463.1+LOC106582712,Factor8,-0.369529849080449,HostRNA
NC_059442.1+LOC106608814,Factor8,-0.276766299857554,HostRNA
NC_059447.1+col1a1a,Factor8,-0.220562915243409,HostRNA
NC_059468.1+LOC106588402,Factor8,0.187815252828329,HostRNA
NC_059457.1+LOC106573483,Factor8,-0.0169166904415898,HostRNA
NC_059463.1+helz2a,Factor8,0.13390887868559,HostRNA
NC_059447.1+ctsbb,Factor8,-0.233464401328272,HostRNA
NC_059451.1+LOC106613965,Factor8,0.157972072073678,HostRNA
NC_059459.1+LOC106577553,Factor8,-0.254060115281779,HostRNA
NC_059442.1+LOC106560797,Factor8,-0.114690973938439,HostRNA
NC_059443.1+apoeb,Factor8,0.627995442166441,HostRNA
NC_059453.1+LOC106566147,Factor8,-0.00918577487276185,HostRNA
NC_059443.1+LOC106588089,Factor8,0.17864173724837,HostRNA
NC_059442.1+tnca,Factor8,-0.0619534248203202,HostRNA
NC_059469.1+si:ch73-288o11.4,Factor8,-0.245378664626061,HostRNA
NC_059450.1+si:dkeyp-118h9.7,Factor8,0.248519701959523,HostRNA
NC_059452.1+LOC106562955,Factor8,0.208664134930832,HostRNA
NC_059458.1+LOC123728180,Factor8,-0.0760515386288359,HostRNA
NC_059457.1+LOC123727924,Factor8,-0.0597481021856419,HostRNA
NC_059445.1+LOC106603012,Factor8,0.183703326692367,HostRNA
NC_059448.1+LOC106576454,Factor8,0.0313289183617815,HostRNA
NC_059468.1+LOC106588632,Factor8,0.296684363187911,HostRNA
NC_059452.1+LOC106562962,Factor8,-0.127573210624771,HostRNA
NC_059454.1+LOC106567965,Factor8,0.407201131642232,HostRNA
NC_059451.1+elavl4,Factor8,-0.137023056127363,HostRNA
NC_059447.1+LOC106606396,Factor8,0.655904488585138,HostRNA
NC_059442.1+lyz,Factor8,0.433405841887916,HostRNA
NC_059444.1+LOC101448011,Factor8,-0.0011591074021115,HostRNA
NC_059457.1+alpi.2,Factor8,-0.00570216475415408,HostRNA
NC_059451.1+LOC106560296,Factor8,0.227524246641843,HostRNA
NC_059442.1+slc5a1,Factor8,-0.102151877606751,HostRNA
NC_059451.1+meltf,Factor8,0.347801125947846,HostRNA
NC_059450.1+LOC106612870,Factor8,0.432987803793793,HostRNA
NC_059455.1+LOC106570558,Factor8,-0.390734994984947,HostRNA
NC_059459.1+sb:cb1058,Factor8,-0.174915226045502,HostRNA
NC_059445.1+LOC123742455,Factor8,0.135735204914028,HostRNA
NC_059452.1+LOC106563358,Factor8,0.0886823343971818,HostRNA
NC_059455.1+LOC106569843,Factor8,0.104404901162205,HostRNA
NC_059449.1+LOC106610225,Factor8,0.400371566445808,HostRNA
NC_059457.1+LOC106573930,Factor8,0.46862693501139,HostRNA
NC_059454.1+LOC106567727,Factor8,0.716523234992512,HostRNA
NC_059460.1+LOC106578378,Factor8,0.0279689933966832,HostRNA
NC_059451.1+faxdc2,Factor8,0.0027184285515214,HostRNA
NC_059444.1+LOC106601904,Factor8,0.0150414445652716,HostRNA
NC_059459.1+LOC106577766,Factor8,-0.0724998830343237,HostRNA
NC_059468.1+LOC106588634,Factor8,0.15986823432789,HostRNA
NC_059454.1+si:ch211-117c9.2,Factor8,0.427752962017652,HostRNA
NC_059452.1+LOC106563533,Factor8,-0.0864108809399914,HostRNA
NC_059463.1+LOC106582948,Factor8,-0.336957444047935,HostRNA
NC_059450.1+fbln4,Factor8,0.286787878105446,HostRNA
NC_059466.1+LOC106586667,Factor8,-0.0694188095985725,HostRNA
NC_059445.1+LOC106603518,Factor8,0.143290578187167,HostRNA
NC_059452.1+LOC106563597,Factor8,-0.319890129246814,HostRNA
NC_059454.1+LOC123726206,Factor8,0.264505474200157,HostRNA
NC_059454.1+slmapb,Factor8,-0.206613911101976,HostRNA
NC_059447.1+LOC106606327,Factor8,0.294137404432313,HostRNA
NC_059445.1+LOC106602539,Factor8,0.0352132392587478,HostRNA
NC_059447.1+LOC106607932,Factor8,-0.162802233740445,HostRNA
NC_059444.1+LOC100136453,Factor8,0.244100621336826,HostRNA
NC_059447.1+LOC106607151,Factor8,-0.024893315608487,HostRNA
NC_059455.1+LOC106569131,Factor8,-0.138131889464971,HostRNA
NC_059451.1+LOC106613694,Factor8,0.44953745126016,HostRNA
NC_059443.1+LOC106579093,Factor8,-0.392066410427147,HostRNA
NC_059447.1+ctgf,Factor8,0.411079534384813,HostRNA
NC_059452.1+mpx,Factor8,0.124791322383399,HostRNA
NC_059457.1+LOC106574663,Factor8,0.18858540899511,HostRNA
NC_059446.1+LOC106604170,Factor8,0.62196433637361,HostRNA
NC_059447.1+LOC106607375,Factor8,0.121805661448361,HostRNA
NC_059467.1+LOC100195089,Factor8,0.0376417327879982,HostRNA
NC_059446.1+fhl1,Factor8,-0.184921268965657,HostRNA
NC_059459.1+LOC123723801,Factor8,0.0828989697993322,HostRNA
NC_059454.1+tns2a,Factor8,0.607981311174937,HostRNA
NC_059458.1+LOC123728251,Factor8,0.112765594550964,HostRNA
NC_059453.1+LOC106595200,Factor8,0.10401518884941,HostRNA
NC_059455.1+mep1bb,Factor8,0.196176747582314,HostRNA
NC_059460.1+LOC106579696,Factor8,0.333204775993961,HostRNA
NC_059465.1+c7a,Factor8,0.028981321742219,HostRNA
NC_059443.1+LOC106586122,Factor8,0.294459261986066,HostRNA
NC_059457.1+LOC106574173,Factor8,0.00958631959132593,HostRNA
NC_059447.1+LOC106606413,Factor8,-0.187936805883971,HostRNA
NC_059444.1+LOC106592805,Factor8,0.266859026105078,HostRNA
NC_059452.1+LOC106587327,Factor8,0.378908848182581,HostRNA
NC_059451.1+tm4sf4,Factor8,-0.166314509680924,HostRNA
NC_059452.1+LOC106563633,Factor8,0.00760594966554692,HostRNA
NC_059446.1+LOC106605564,Factor8,0.207706824974873,HostRNA
NC_059442.1+LOC106565855,Factor8,0.161115587479534,HostRNA
NC_059462.1+gpm6bb,Factor8,0.000269711770133607,HostRNA
NC_059445.1+LOC106610223,Factor8,0.283309157241596,HostRNA
NC_059470.1+LOC106590176,Factor8,0.100882301173093,HostRNA
NC_059444.1+LOC123723657,Factor8,-0.061705726631312,HostRNA
NC_059443.1+LOC106582649,Factor8,0.297055017538362,HostRNA
NC_059465.1+LOC106585608,Factor8,0.212748108224573,HostRNA
NC_059453.1+LOC106590030,Factor8,0.327383485657677,HostRNA
NC_059452.1+LOC106562790,Factor8,-0.000723360582917003,HostRNA
NC_059448.1+LOC106608788,Factor8,0.00110836988971386,HostRNA
NC_059467.1+LOC106587816,Factor8,0.214802897992737,HostRNA
NC_059443.1+LOC123724000,Factor8,0.408911955380842,HostRNA
NC_059456.1+LOC106571856,Factor8,0.37465179331376,HostRNA
NC_059447.1+LOC106607795,Factor8,0.146870835818947,HostRNA
NC_059463.1+LOC106583134,Factor8,0.337576793127313,HostRNA
NC_059446.1+LOC106604192,Factor8,-0.226365066653429,HostRNA
NC_059447.1+LOC106606194,Factor8,0.10402805045094,HostRNA
NC_059445.1+LOC106603358,Factor8,-0.156116471654466,HostRNA
NC_059457.1+LOC100195512,Factor8,-0.115298737474996,HostRNA
NC_059442.1+1433b,Factor8,0.0186957895146772,HostRNA
NC_059443.1+LOC106575974,Factor8,-0.219464777006663,HostRNA
NC_059458.1+pgs2,Factor8,0.00301649554390985,HostRNA
NW_025548489.1+LOC123733101,Factor8,-0.0504657726413026,HostRNA
NC_059467.1+LOC106587398,Factor8,0.228832406654915,HostRNA
NC_059455.1+LOC100136455,Factor8,-0.105045207990614,HostRNA
NC_059458.1+LOC106575962,Factor8,0.168049438304734,HostRNA
NC_059444.1+LOC106602034,Factor8,0.547374211068017,HostRNA
NW_025550366.1+LOC123739324,Factor8,-0.120355378222779,HostRNA
NC_059468.1+LOC106588374,Factor8,-0.0440487291978736,HostRNA
NC_059447.1+myo6a,Factor8,0.235154927784935,HostRNA
NC_059446.1+LOC106605423,Factor8,-0.221428966367293,HostRNA
NC_059468.1+LOC106588507,Factor8,-0.0888648052721036,HostRNA
NC_059468.1+LOC106588383,Factor8,0.292402136594257,HostRNA
NC_059445.1+LOC106602285,Factor8,-0.00217760268944867,HostRNA
NW_025550923.1+msrb3,Factor8,-0.30932374998493,HostRNA
NC_059447.1+pecam1a,Factor8,0.170484623490046,HostRNA
NC_059460.1+tgfi1,Factor8,0.0184236870424096,HostRNA
NC_059445.1+LOC106603109,Factor8,0.263383483724027,HostRNA
NC_059459.1+t4s5,Factor8,0.0122079520981071,HostRNA
NC_059453.1+LOC106565905,Factor8,-0.0073228129441714,HostRNA
NC_059444.1+LOC106600995,Factor8,-0.00686990717972017,HostRNA
NC_059449.1+LOC106602341,Factor8,0.595723581586201,HostRNA
NC_059463.1+LOC106582964,Factor8,0.244278153315989,HostRNA
NC_059444.1+LOC106602055,Factor8,0.239833943521245,HostRNA
NC_059445.1+LOC106602771,Factor8,0.346084039419175,HostRNA
NC_059463.1+LOC106582730,Factor8,0.301954939789625,HostRNA
NC_059452.1+LOC123725129,Factor8,0.299300946802171,HostRNA
NC_059469.1+wu:fj29h11,Factor8,0.122603674799091,HostRNA
NC_059466.1+LOC106586824,Factor8,0.040151193242308,HostRNA
NC_059454.1+LOC106567513,Factor8,-0.222322395986454,HostRNA
NC_059455.1+LOC106570545,Factor8,0.00376389265581243,HostRNA
NC_059461.1+LOC106580712,Factor8,-0.0423960359297545,HostRNA
NC_059457.1+LOC106574583,Factor8,0.0203207546627239,HostRNA
NC_059447.1+LOC106595268,Factor8,0.000339275926195875,HostRNA
NC_059443.1+LOC106593341,Factor8,-0.0198623359650314,HostRNA
NC_059452.1+LOC106563474,Factor8,0.242176982695375,HostRNA
NC_059452.1+c1qb,Factor8,0.312077147997521,HostRNA
NC_059455.1+LOC100136469,Factor8,-0.369963981033265,HostRNA
NC_059456.1+LOC106571111,Factor8,-0.049802074649763,HostRNA
NC_059453.1+LOC123725523,Factor8,0.130948767745601,HostRNA
NC_059462.1+LOC106582229,Factor8,-0.377118907831594,HostRNA
NC_059452.1+LOC106563118,Factor8,-0.0796403437306269,HostRNA
