SIRIUS_ID	MS2	type	Project	FT_ID	name	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass
626	MS2	all	HoloFish	627	626_MS2_all_HoloFish_627	C7H16B2N4O2	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
627	MS2	all	HoloFish	628	627_MS2_all_HoloFish_628	C30H37N5O2	[M + Na]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
628	MS2	all	HoloFish	629	628_MS2_all_HoloFish_629	C25H35N5O11	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
629	MS2	all	HoloFish	630	629_MS2_all_HoloFish_630	C28H46O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
631	MS2	all	HoloFish	632	631_MS2_all_HoloFish_632	C2H6N4O4	[M + Na]+	Carboxylic acids		Carboxylic acids	Carboxylic acids and derivatives	Organic acids and derivatives
632	MS2	all	HoloFish	633	632_MS2_all_HoloFish_633	C4H8N3O2P	[M + K]+	Organonitrogen compounds			Organonitrogen compounds	Organic nitrogen compounds
633	MS2	all	HoloFish	634	633_MS2_all_HoloFish_634	C8H12N6O4	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
634	MS2	all	HoloFish	635	634_MS2_all_HoloFish_635	C6H7Cl2NO2	[M + H]+	Organochlorides			Organochlorides	Organohalogen compounds
635	MS2	all	HoloFish	636	635_MS2_all_HoloFish_636	C2H3FN2O3S	[M + Na]+	Organosulfonic acids and derivatives		Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives
636	MS2	all	HoloFish	637	636_MS2_all_HoloFish_637	C3H6N2O2S	[M + K]+	Azoles			Azoles	Organoheterocyclic compounds
637	MS2	all	HoloFish	638	637_MS2_all_HoloFish_638	C4H4F2O2S	[M + Na]+	Sulfonyls			Sulfonyls	Organosulfur compounds
638	MS2	all	HoloFish	639	638_MS2_all_HoloFish_639	C3H9NO4S	[M + K]+	Alkanesulfonic acids	Alkanesulfonic acids and derivatives	Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives
639	MS2	all	HoloFish	640	639_MS2_all_HoloFish_640	C2H4BNO6	[M + K]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
640	MS2	all	HoloFish	641	640_MS2_all_HoloFish_641	C3H6N2O2S	[M + K]+	Azoles			Azoles	Organoheterocyclic compounds
641	MS2	all	HoloFish	642	641_MS2_all_HoloFish_642	C3H9NO4S	[M + K]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds
642	MS2	all	HoloFish	643	642_MS2_all_HoloFish_643	C3H5Cl2N	[M + H]+	Alkyl chlorides		Alkyl chlorides	Alkyl halides	Organohalogen compounds
643	MS2	all	HoloFish	644	643_MS2_all_HoloFish_644	C4H10NO2PS2	[M + H]+	Carboxylic acid esters	Carboxylic acid esters	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
644	MS2	all	HoloFish	645	644_MS2_all_HoloFish_645	C5H7ClNO3P	[M + H]+	Organic phosphonic acids and derivatives			Organic phosphonic acids and derivatives	Organic acids and derivatives
645	MS2	all	HoloFish	646	645_MS2_all_HoloFish_646	C16H23N5O3	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
646	MS2	all	HoloFish	647	646_MS2_all_HoloFish_647	C24H41N3O11	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
647	MS2	all	HoloFish	648	647_MS2_all_HoloFish_648	C31H40N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
648	MS2	all	HoloFish	649	648_MS2_all_HoloFish_649	C23H39NO5	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
649	MS2	all	HoloFish	650	649_MS2_all_HoloFish_650	C24H41N3O5	[M + H]+	Histidine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
651	MS2	all	HoloFish	652	651_MS2_all_HoloFish_652	C23H35N3O7	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
652	MS2	all	HoloFish	653	652_MS2_all_HoloFish_653	C20H35N7O4	[M + H]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
653	MS2	all	HoloFish	654	653_MS2_all_HoloFish_654	C31H40N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
654	MS2	all	HoloFish	655	654_MS2_all_HoloFish_655	C10H25BO3	[M + Na]+	Straight chain fatty acids	Straight chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
655	MS2	all	HoloFish	656	655_MS2_all_HoloFish_656	C18H28O3	[M + H]+	Fatty acids and conjugates		Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
657	MS2	all	HoloFish	658	657_MS2_all_HoloFish_658	C24H41N3O6	[M + H]+	Histidine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
658	MS2	all	HoloFish	659	658_MS2_all_HoloFish_659	C29H58N8O14	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
659	MS2	all	HoloFish	660	659_MS2_all_HoloFish_660	C36H68O10	[M + H]+	Very long-chain fatty acids	Very long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
660	MS2	all	HoloFish	661	660_MS2_all_HoloFish_661	C19H32O4	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
661	MS2	all	HoloFish	662	661_MS2_all_HoloFish_662	C22H40N4O5	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
662	MS2	all	HoloFish	663	662_MS2_all_HoloFish_663	C16H27N	[M + H]+	Azacyclic compounds			Azacyclic compounds	Organoheterocyclic compounds
663	MS2	all	HoloFish	664	663_MS2_all_HoloFish_664	C20H39N3O3S	[M + H]+	Alpha amino acid amides	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
664	MS2	all	HoloFish	665	664_MS2_all_HoloFish_665	C8H9N4O7P	[M + Na]+	Glycosyl compounds	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
665	MS2	all	HoloFish	666	665_MS2_all_HoloFish_666	C24H38O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
666	MS2	all	HoloFish	667	666_MS2_all_HoloFish_667	C20H29N3O4	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
667	MS2	all	HoloFish	668	667_MS2_all_HoloFish_668	C18H28N6O3	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
668	MS2	all	HoloFish	669	668_MS2_all_HoloFish_669	C30H46N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
669	MS2	all	HoloFish	670	669_MS2_all_HoloFish_670	C22H32N4O5	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
670	MS2	all	HoloFish	671	670_MS2_all_HoloFish_671	C15H22O4	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
672	MS2	all	HoloFish	673	672_MS2_all_HoloFish_673	C23H42N6O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
673	MS2	all	HoloFish	674	673_MS2_all_HoloFish_674	C21H40N8O7S	[M + Na]+	Sulfuric acid monoesters	Sulfuric acid monoesters	Sulfuric acid esters	Organic sulfuric acids and derivatives	Organic acids and derivatives
674	MS2	all	HoloFish	675	674_MS2_all_HoloFish_675	C29H41NO7S	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
675	MS2	all	HoloFish	676	675_MS2_all_HoloFish_676	C24H47N3O14	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
676	MS2	all	HoloFish	677	676_MS2_all_HoloFish_677	C30H40N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
677	MS2	all	HoloFish	678	677_MS2_all_HoloFish_678	C24H36N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
678	MS2	all	HoloFish	679	678_MS2_all_HoloFish_679	C13H28O4	[M + H]+	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
679	MS2	all	HoloFish	680	679_MS2_all_HoloFish_680	C5H8Cl2N2	[M + H]+	Alkyl chlorides		Alkyl chlorides	Alkyl halides	Organohalogen compounds
680	MS2	all	HoloFish	681	680_MS2_all_HoloFish_681	C11H18BN2O2	[M + H]+	Boronic acid derivatives			Boronic acid derivatives	Organic acids and derivatives
681	MS2	all	HoloFish	682	681_MS2_all_HoloFish_682	C16H25B2NO3	[M + H]+	Organic metalloid salts		Organic metalloid salts	Organic metal salts	Organic salts
682	MS2	all	HoloFish	683	682_MS2_all_HoloFish_683	C27H31NO	[M + H]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
683	MS2	all	HoloFish	684	683_MS2_all_HoloFish_684	C10H16Cl2O	[M + H]+	Monoterpenoids		Monoterpenoids	Prenol lipids	Lipids and lipid-like molecules
684	MS2	all	HoloFish	685	684_MS2_all_HoloFish_685	C18H39NO5	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
685	MS2	all	HoloFish	686	685_MS2_all_HoloFish_686	C3H5Cl2N	[M + H]+	Alkyl chlorides		Alkyl chlorides	Alkyl halides	Organohalogen compounds
686	MS2	all	HoloFish	687	686_MS2_all_HoloFish_687	C20H26N2O4	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
687	MS2	all	HoloFish	688	687_MS2_all_HoloFish_688	C29H35NO4	[M + H]+	3-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
688	MS2	all	HoloFish	689	688_MS2_all_HoloFish_689	C30H33N5O	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
689	MS2	all	HoloFish	690	689_MS2_all_HoloFish_690	C29H41NO7	[M + Na]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
690	MS2	all	HoloFish	691	690_MS2_all_HoloFish_691	C18H28O3	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
691	MS2	all	HoloFish	692	691_MS2_all_HoloFish_692	C3H5Cl2N	[M + H]+	Alkyl chlorides		Alkyl chlorides	Alkyl halides	Organohalogen compounds
692	MS2	all	HoloFish	693	692_MS2_all_HoloFish_693	C6H6NO5	[M + H]+	C-nitro compounds	C-nitro compounds	Organic nitro compounds	"Allyl-type 1,3-dipolar organic compounds"	"Organic 1,3-dipolar compounds"
693	MS2	all	HoloFish	694	693_MS2_all_HoloFish_694	C16H25FN4O2	[M + H]+	Aryl fluorides		Aryl fluorides	Aryl halides	Organohalogen compounds
694	MS2	all	HoloFish	695	694_MS2_all_HoloFish_695	C14H20O2	[M + H]+	Sesquiterpenoids		Sesquiterpenoids	Prenol lipids	Lipids and lipid-like molecules
695	MS2	all	HoloFish	696	695_MS2_all_HoloFish_696	C30H41NO8	[M + Na]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
697	MS2	all	HoloFish	698	697_MS2_all_HoloFish_698	C10H18O6	[M + Na]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
700	MS2	all	HoloFish	701	700_MS2_all_HoloFish_701	C20H26N2O4	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
701	MS2	all	HoloFish	702	701_MS2_all_HoloFish_702	C27H31NO	[M + H]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
702	MS2	all	HoloFish	703	702_MS2_all_HoloFish_703	C15H29FN2O4	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
705	MS2	all	HoloFish	706	705_MS2_all_HoloFish_706	C14H22B2N2O	[M + Na]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
706	MS2	all	HoloFish	707	706_MS2_all_HoloFish_707	C20H38N4O5	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
707	MS2	all	HoloFish	708	707_MS2_all_HoloFish_708	C18H25BF3NO2	[M + H]+	Benzenoids				Benzenoids
709	MS2	all	HoloFish	710	709_MS2_all_HoloFish_710	C17H31N7O4	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
710	MS2	all	HoloFish	711	710_MS2_all_HoloFish_711	C9H12N2O6P2	[M + Na]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
711	MS2	all	HoloFish	712	711_MS2_all_HoloFish_712	C13H28O4	[M + H]+	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
712	MS2	all	HoloFish	713	712_MS2_all_HoloFish_713	C20H30O4	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
713	MS2	all	HoloFish	714	713_MS2_all_HoloFish_714	C15H24O5	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
714	MS2	all	HoloFish	715	714_MS2_all_HoloFish_715	C11H20O3	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
716	MS2	all	HoloFish	717	716_MS2_all_HoloFish_717	C12H21NO5	[M + H]+	Carboxylic acid derivatives		Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
717	MS2	all	HoloFish	718	717_MS2_all_HoloFish_718	C17H22O6	[M + H]+	Carboxylic acids and derivatives			Carboxylic acids and derivatives	Organic acids and derivatives
718	MS2	all	HoloFish	719	718_MS2_all_HoloFish_719	C13H16O3	[M + H]+	Anisoles		Anisoles	Phenol ethers	Benzenoids
721	MS2	all	HoloFish	722	721_MS2_all_HoloFish_722	C4H9FO4S	[M + H]+	Organosulfonic acids and derivatives		Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives
722	MS2	all	HoloFish	723	722_MS2_all_HoloFish_723	C18H32O3	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules
723	MS2	all	HoloFish	724	723_MS2_all_HoloFish_724	C32H42N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
724	MS2	all	HoloFish	725	724_MS2_all_HoloFish_725	C9H14O4	[M + Na]+	Enoate esters	Carboxylic acid esters	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
725	MS2	all	HoloFish	726	725_MS2_all_HoloFish_726	C3H6N2O2S	[M + K]+	Azoles			Azoles	Organoheterocyclic compounds
726	MS2	all	HoloFish	727	726_MS2_all_HoloFish_727	C32H41N5O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
727	MS2	all	HoloFish	728	727_MS2_all_HoloFish_728	C10H19Cl2O3P	[M + K]+	Dialkyl alkylphosphonates	Dialkyl alkylphosphonates	Phosphonic acid diesters	Organic phosphonic acids and derivatives	Organic acids and derivatives
728	MS2	all	HoloFish	729	728_MS2_all_HoloFish_729	C9H18N3O2	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
729	MS2	all	HoloFish	730	729_MS2_all_HoloFish_730	C13H28O4	[M + H]+	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
730	MS2	all	HoloFish	731	730_MS2_all_HoloFish_731	C14H26O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
731	MS2	all	HoloFish	732	731_MS2_all_HoloFish_732	C13H28O4	[M + H]+	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
732	MS2	all	HoloFish	733	732_MS2_all_HoloFish_733	C12H26O5	[M + H]+	Secondary alcohols	Secondary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
733	MS2	all	HoloFish	734	733_MS2_all_HoloFish_734	C17H22O6	[M + H]+	Phenol ethers			Phenol ethers	Benzenoids
734	MS2	all	HoloFish	735	734_MS2_all_HoloFish_735	C16H22N2O5	[M + H]+	Secondary alcohols	Secondary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
735	MS2	all	HoloFish	736	735_MS2_all_HoloFish_736	C27H40N2O10	[M + H]+	N-substituted imidazoles	Substituted imidazoles	Imidazoles	Azoles	Organoheterocyclic compounds
736	MS2	all	HoloFish	737	736_MS2_all_HoloFish_737	C9H16O2	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
737	MS2	all	HoloFish	738	737_MS2_all_HoloFish_738	C9H16O2	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
738	MS2	all	HoloFish	739	738_MS2_all_HoloFish_739	C15H22O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
739	MS2	all	HoloFish	740	739_MS2_all_HoloFish_740	C20H35NO6	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
741	MS2	all	HoloFish	742	741_MS2_all_HoloFish_742	C10H14N5O8P	[M + Na]+	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates	Purine ribonucleotides	Purine nucleotides	"Nucleosides, nucleotides, and analogues"
742	MS2	all	HoloFish	743	742_MS2_all_HoloFish_743	C11H17N3O7P2	[M + Na]+	Pyrimidine nucleotides			Pyrimidine nucleotides	"Nucleosides, nucleotides, and analogues"
743	MS2	all	HoloFish	744	743_MS2_all_HoloFish_744	C20H29NO4	[M + H]+	Phenol ethers			Phenol ethers	Benzenoids
744	MS2	all	HoloFish	745	744_MS2_all_HoloFish_745	C12H22O4	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
745	MS2	all	HoloFish	746	745_MS2_all_HoloFish_746	C3H9NO4S	[M + K]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds
746	MS2	all	HoloFish	747	746_MS2_all_HoloFish_747	C22H34O6	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
752	MS2	all	HoloFish	753	752_MS2_all_HoloFish_753	C31H35N5O3	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
753	MS2	all	HoloFish	754	753_MS2_all_HoloFish_754	C24H30O6	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
754	MS2	all	HoloFish	755	754_MS2_all_HoloFish_755	C3H3FN4O2	[M + K]+	Azoles			Azoles	Organoheterocyclic compounds
756	MS2	all	HoloFish	757	756_MS2_all_HoloFish_757	C3H4F3NO	[M + Na]+	Alkyl fluorides		Alkyl fluorides	Alkyl halides	Organohalogen compounds
757	MS2	all	HoloFish	758	757_MS2_all_HoloFish_758	C22H41FN4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
758	MS2	all	HoloFish	759	758_MS2_all_HoloFish_759	C6H7Cl2NO2	[M + H]+	Organochlorides			Organochlorides	Organohalogen compounds
759	MS2	all	HoloFish	760	759_MS2_all_HoloFish_760	C32H42BN3O6	[M + K]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
763	MS2	all	HoloFish	764	763_MS2_all_HoloFish_764	C14H29NO8	[M + H]+	Aminoglycosides	Aminosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
766	MS2	all	HoloFish	767	766_MS2_all_HoloFish_767	C18H30N2O3S	[M + H]+	3-alkylindoles	3-alkylindoles	Indoles	Indoles and derivatives	Organoheterocyclic compounds
767	MS2	all	HoloFish	768	767_MS2_all_HoloFish_768	C33H47N9O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
768	MS2	all	HoloFish	769	768_MS2_all_HoloFish_769	C14H29NO8	[M + H]+	Hexoses	Monosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
769	MS2	all	HoloFish	770	769_MS2_all_HoloFish_770	C9H16O2	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
770	MS2	all	HoloFish	771	770_MS2_all_HoloFish_771	C14H28O2	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
771	MS2	all	HoloFish	772	771_MS2_all_HoloFish_772	C2H5N2O2S	[M + K]+	Thiadiazoles		Thiadiazoles	Azoles	Organoheterocyclic compounds
772	MS2	all	HoloFish	773	772_MS2_all_HoloFish_773	C4H4N2O3S	[M + Na]+	Azoles			Azoles	Organoheterocyclic compounds
773	MS2	all	HoloFish	774	773_MS2_all_HoloFish_774	C3H6BF2O2	[M + Na]+	Boronic acid derivatives			Boronic acid derivatives	Organic acids and derivatives
774	MS2	all	HoloFish	775	774_MS2_all_HoloFish_775	C34H45N5O3	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
775	MS2	all	HoloFish	776	775_MS2_all_HoloFish_776	C24H43NO5	[M + H]+	"Trihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
776	MS2	all	HoloFish	777	776_MS2_all_HoloFish_777	C34H45N5O3	[M + H]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
778	MS2	all	HoloFish	779	778_MS2_all_HoloFish_779	C3H9NO4S	[M + K]+	Alkanesulfonic acids	Alkanesulfonic acids and derivatives	Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives
779	MS2	all	HoloFish	780	779_MS2_all_HoloFish_780	C3H4BN3O2	[M + Na]+	Azoles			Azoles	Organoheterocyclic compounds
781	MS2	all	HoloFish	782	781_MS2_all_HoloFish_782	C18H30N2O2S	[M + H]+	Azacyclic compounds			Azacyclic compounds	Organoheterocyclic compounds
782	MS2	all	HoloFish	783	782_MS2_all_HoloFish_783	C32H40N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
783	MS2	all	HoloFish	784	783_MS2_all_HoloFish_784	C17H26O4	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules
784	MS2	all	HoloFish	785	784_MS2_all_HoloFish_785	C20H26O4	[M + H]+	Alkyl aryl ethers	Alkyl aryl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
785	MS2	all	HoloFish	786	785_MS2_all_HoloFish_786	C30H39N3O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
787	MS2	all	HoloFish	788	787_MS2_all_HoloFish_788	C18H31ClO3	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
788	MS2	all	HoloFish	789	788_MS2_all_HoloFish_789	C17H31NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
792	MS2	all	HoloFish	793	792_MS2_all_HoloFish_793	C39H65N7O10	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
793	MS2	all	HoloFish	794	793_MS2_all_HoloFish_794	C28H46O9	[M + H]+	"Trihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
794	MS2	all	HoloFish	795	794_MS2_all_HoloFish_795	C31H51NO8S	[M + H]+	"Trihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
797	MS2	all	HoloFish	798	797_MS2_all_HoloFish_798	C34H51N3O14	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
798	MS2	all	HoloFish	799	798_MS2_all_HoloFish_799	C11H20O2	[M + H]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
799	MS2	all	HoloFish	800	799_MS2_all_HoloFish_800	C16H30O4	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
800	MS2	all	HoloFish	801	800_MS2_all_HoloFish_801	C21H39NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
801	MS2	all	HoloFish	802	801_MS2_all_HoloFish_802	C8H9N4O7P	[M + Na]+	Purine nucleotides			Purine nucleotides	"Nucleosides, nucleotides, and analogues"
