Alpha.INT	NMDS1	NMDS2	Photo.PA	Ali.PA	Myco.PA	Msal.high
-0.0415759639060997	-0.937529262242386	-1.44000040448372	0	0	1	1
-1.55520203763208	-0.799472452957201	-0.0907285038506643	0	0	0	1
-0.719328117243882	-0.837500349638048	-0.550146770677912	0	0	1	1
-0.242137696702578	-0.393356750341327	-0.902236666901012	0	0	1	1
0.268563886255552	1.58560363193875	1.12013991786656	1	0	1	1
-0.686580787711481	-0.293479241600611	-0.49007560537252	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
0.43189692948271	1.3891544507972	-0.634042418958841	1	0	1	1
1.36925887785929	0.533850669768108	1.36391052421539	1	0	0	0
-0.255328502173716	0.116519062968653	0.062615825708962	1	0	1	1
1.81922210959573	1.30512931719977	2.11099976172206	1	0	1	0
2.36856705926787	2.47569443441517	0.697537874749731	1	0	1	0
0.778584538620042	1.51047892706983	-0.45734340021269	1	1	1	1
0.118574782660205	-1.77321577234275	-1.04223465125504	0	0	1	1
0.322004903709845	0.181270636650582	-0.872569308617177	0	0	1	1
1.49389111302824	0.588076922072646	1.46635668488166	1	0	0	0
0.474414883506363	2.1505620444463	-0.549554850389872	1	0	1	1
0.84071038002398	0.990385929336682	-2.60890149295931	0	0	1	1
-0.189769450383731	0.133729154807862	-1.34689485858177	0	0	1	1
-0.906264409898176	-0.773549838089134	-0.445196767671326	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
1.18190121974224	2.63274310390999	-0.0114311616773195	1	0	1	0
0.453053519076802	1.32984965651513	0.212119077574869	1	0	1	1
-1.55520203763208	-0.799495714110627	-0.090947209848224	0	0	0	1
0.965721269573886	0.921050224677394	1.27569256310796	1	0	1	0
-0.362689646576041	0.469009439327526	0.0699355996979917	1	0	1	1
-0.11213762424543	0.813077819125922	-0.773717827801625	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
-0.996767141482868	-0.357483884274272	-0.313215467872385	0	0	1	1
0.686580787711481	1.35912460220715	0.431363568144132	1	0	1	0
NA	NA	NA	NA	NA	NA	NA
0.369527346283202	0.0849394039520532	-2.2886954939301	0	0	1	1
-0.460150548761214	0.130889489688515	-0.147636663768913	1	0	1	1
-0.0992769649643386	0.490907430072947	0.274936196769268	1	0	1	1
0.532488427087546	-0.777510007048017	-1.69366000492729	0	0	1	1
2.49053475428136	-4.03466551696757	1.6057279126488	0	1	0	0
NA	NA	NA	NA	NA	NA	NA
-0.623184531790679	-1.00484574563495	-0.697971575531202	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
0.390146024464889	-0.200839879694366	-1.97238829483908	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
1.3373069939617	-3.6033830187499	1.27914758986204	0	1	0	0
0.711070069310371	1.38477706472627	0.875055154937687	1	0	1	0
-0.702860230919099	-0.943563340839336	-0.622193049728046	0	0	1	1
-1.0962733150227	-0.870186566647213	-0.228631345053532	0	0	0	1
1.72691086146009	1.27886816906305	1.48631352807115	1	0	1	0
0.539871412201061	0.329866890567342	1.24649330558684	1	0	0	0
0.787272355330421	0.364880625559307	1.15957365117748	1	0	0	0
-0.51780857233137	-0.0923159409103518	-0.771950273561545	0	0	1	1
-0.488776411114669	-0.292026541918467	-0.635882713519637	0	0	1	1
1.57699829076168	1.84985126922188	0.636675624522976	1	0	1	0
0.495994970858257	0.804155807608192	-1.06214136754832	1	0	1	1
-0.00319723538931375	0.903163794902654	-0.2763330066478	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
-0.78727235533042	-0.230396717300291	-0.405242553471793	0	0	1	1
-1.55520203763208	-0.799499805622244	-0.0909582291851046	0	0	0	1
-1.55520203763208	-0.799496936528325	-0.0909502358630281	0	0	0	1
-0.79602000451546	-0.817839770405219	-0.526217847794391	0	0	1	1
-0.859062341533284	-0.263490243331198	-0.376733846365386	0	0	1	1
-0.822637291074067	-0.223652308097696	0.412367611142562	1	0	0	1
-0.0479768481208574	0.971028308207456	-1.17927473488769	1	0	1	1
1.11990299461378	2.35256814037346	-0.342692328574971	1	0	1	0
0.209338916855384	0.942474388513601	-1.14644293180675	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
-0.137916863723686	-0.00142301766479584	-0.610296811218169	0	0	1	1
-0.424887938979934	-1.39443638154169	-0.432662589965061	0	0	0	1
0.654553762331029	0.974120969854395	0.924663280166523	1	1	1	0
0.51780857233137	-2.19721601994871	-2.05995750250784	1	1	1	0
0.0864327054921868	0.0695768496941744	0.798071522570746	1	0	0	1
1.93028585605758	2.50985338758499	1.64696097537185	1	0	1	0
-0.670481304533688	-1.16329404695638	-0.43733865972682	0	0	1	1
-1.55520203763208	1.48683035292783	3.88967890671021	1	0	0	0
-0.761382609686426	-1.15318330949549	-0.187308396815393	0	0	0	1
-0.495994970858257	-0.00562838132839837	-0.770684179944543	0	0	1	1
0.744403085199995	2.24321302066204	0.237293960366918	1	0	1	0
0.445979235882643	-1.46694547385662	0.768567506522772	0	1	1	1
0.215879556843014	1.12371065160142	0.126322541811874	1	0	1	1
0.50323946894753	1.87302586606641	1.33880557831805	1	0	1	1
-1.55520203763208	-0.799496059858448	-0.0909475256843432	0	0	0	1
0.295179000488646	1.60601032810243	-0.388739306763092	1	0	1	1
-1.02880476200584	-0.909954085211673	-0.231118111146514	0	0	0	1
-0.562200248941961	-0.155233556299151	-0.470221247332934	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
1.59957058823749	1.3734080240619	1.77509184053972	1	0	1	0
0.80482899480687	1.64816641707111	0.287513339955985	1	0	1	0
-0.735993433683814	-0.436871091834739	0.305574334344499	1	0	1	1
-0.445979235882643	-1.05278904848419	-0.8185151375868	0	0	1	1
0.0928529204072985	0.0667719359129435	-0.691021480951119	0	0	1	1
-0.72763551415159	-0.206122469296786	0.433651141446668	1	0	0	1
0.39705550482904	-0.0704918925690182	1.73337840244275	1	0	0	1
-1.55520203763208	-0.799494458304076	-0.0909435618701938	0	0	0	1
-0.467270831482382	-0.123015127281386	0.540425182748076	1	0	0	1
-0.222429445311278	-1.42404458971735	-0.742977595208498	0	0	1	1
0.0543796986343523	1.16236675013471	0.0429658455329368	1	0	1	1
-0.235558202688848	-1.00855881488804	0.447033454335695	0	1	1	1
0.769955094508625	-1.74830595655935	0.883226154875678	0	1	1	0
0.376382366899886	1.070067786865	-2.34168159282248	0	0	1	1
-0.322004903709845	-0.971147261274476	-0.824076223683913	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
-0.744403085199995	-0.220155351389125	-0.414550814517293	0	0	1	1
-0.383255120187112	-0.231192328078541	0.695152749129631	1	0	0	1
1.19485712407579	5.21714753977228	1.92927085024094	1	0	1	0
0.00959183690452875	-1.50186640853269	-0.504725473942738	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
-0.376382366899887	0.262687267154388	-1.16657684550069	0	0	1	1
-0.955577537940432	-0.295935495779377	0.327984724586215	1	0	0	1
NA	NA	NA	NA	NA	NA	NA
-0.831639879678427	-0.237818879398196	-0.398758890873116	0	0	1	1
-1.55520203763208	-0.79949893360286	-0.0909550298938817	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
0.467270831482381	0.473695691272861	1.43278223029663	1	1	1	1
1.05076323113963	1.0014712664888	1.79966868175734	1	0	1	0
0.080016051321401	0.974759650220268	-0.351732942798694	1	0	1	1
1.43773166808791	-0.650042944200101	3.11082943305547	1	1	1	0
-0.125016858263683	-0.436237917466728	-1.31044282846486	0	0	1	1
-1.55520203763208	-0.79949795263055	-0.0909527531818641	0	0	0	1
1.474652017042	0.290360190657596	1.77367833328191	1	1	0	0
-1.13195569577016	-0.849291972782032	-0.211960223422463	0	0	0	1
-1.07324040712914	-0.884861318682674	-0.230888557535178	0	0	0	1
-0.474414883506363	-0.0203896934721002	-0.739394052198454	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
-0.630968341770701	-1.15569362469213	-0.322460158856347	0	0	0	1
0.301864837010741	1.60845161294612	-0.549529159955105	1	0	1	1
2.27411315965546	3.79843840238925	3.03128234432631	1	1	1	0
0.144375348835185	1.46996196687942	-0.846654257764315	1	1	1	1
NA	NA	NA	NA	NA	NA	NA
-0.554726667773718	-0.412908009595282	0.41704453740181	1	0	0	1
-0.261940458464404	0.344098534275142	-1.25677962877885	0	0	1	1
0.525134353869683	-0.164758646554181	-1.83900055008609	0	1	1	1
-1.55520203763208	-0.799498934546168	-0.090955038079426	0	0	0	1
0.678509062745418	-0.487881538029258	-2.19392896468769	0	1	1	0
1.0180094411065	1.59247369521403	0.378955523216285	1	0	1	0
0.235558202688848	0.555721500073371	0.520611973596076	1	0	1	1
0.887146559018876	-3.55112175018475	-1.30854390889931	0	1	1	0
NA	NA	NA	NA	NA	NA	NA
0.10570510917482	0.477453481126316	0.694043554212875	1	1	1	1
0.510510475450064	0.267312211389638	1.04475306292916	1	0	0	0
-0.0543796986343524	-0.645145052567345	-1.50517104779703	0	1	1	1
0.0159868306669301	0.0498885362158446	-0.670841388961432	0	0	1	1
0.702860230919099	0.0899598268504331	-2.5735273180831	0	0	1	1
0.315277429545878	-0.16890210839671	2.04786240296276	1	1	1	1
NA	NA	NA	NA	NA	NA	NA
0.261940458464405	-2.14697819146542	0.308765392645618	0	1	0	1
0.61543829749622	1.78052559683127	-0.153251169134893	1	0	1	0
0.569705364461549	-1.0710118413952	2.11188643759009	1	1	0	0
1.55520203763208	-2.19832900528881	0.990013048296309	0	1	0	0
NA	NA	NA	NA	NA	NA	NA
-1.55520203763208	-0.798138607163019	-0.0866620593259827	0	0	0	1
1.20801675834633	-0.400937092273114	2.01608502267469	1	1	1	0
0.137916863723685	-1.65353501750491	-0.230954508489342	0	1	0	1
0.600055290569705	1.19893664418711	-0.90494202342856	1	0	1	1
0.906264409898176	2.26891082643037	-1.09140901502546	1	1	1	1
1.13195569577016	2.12321802089183	1.32496047891062	1	0	1	0
1.97322979126733	2.49533936663745	0.859411188839728	1	0	1	0
-0.925719374064747	-0.300233312633054	-0.349954153304394	0	0	1	1
-0.295179000488646	0.226552416239135	-1.19408588549952	0	0	1	1
0.646652081078541	1.41004927989223	-0.688907652853528	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
0.349064594388392	-1.50509235820031	0.603307489548847	0	1	1	1
NA	NA	NA	NA	NA	NA	NA
0.547283943087712	-1.834810348118	0.786843633337774	0	1	0	0
-0.638790570017414	-1.15254080481054	-0.323883366099779	0	0	0	1
1.45594377446822	-2.20050279255171	1.10860347803572	0	1	0	0
0.150839861819577	0.0656729193285169	-1.70176905291041	0	0	1	1
2.19642938276146	-0.768916446093713	2.4054286269345	1	1	0	0
-1.05076323113963	-0.896643927061384	-0.230063531911042	0	0	0	1
-1.55520203763208	-0.799071354278829	-0.0898153394938614	0	0	0	1
-0.532488427087546	-0.212780996570298	-0.530404470268271	0	0	1	1
-1.55520203763208	-0.799498988432669	-0.0909551566311207	0	0	0	1
-0.89666451853592	-1.02944539694269	-0.297034999767178	0	0	0	1
-1.55520203763208	-0.79937702231239	-0.0908443522620126	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
0.481583231148329	1.30903407920668	0.31421107402573	1	0	1	0
-0.028779041612153	0.335537868010242	-1.06858398335255	0	0	1	1
1.32183082961491	-2.38579027149436	1.03239963976896	0	1	0	0
0.735993433683814	2.04773048088843	0.304974982259619	1	0	1	0
1.16914072360772	0.95223523882065	2.49851477339529	1	0	0	0
-0.315277429545878	-0.429878601105561	-0.838269957706859	0	0	1	1
0.752865715340722	1.20420520683717	1.88808941185094	1	1	1	0
-1.55520203763208	-0.799494690864941	-0.0909443516129589	0	0	0	1
0.438927202034196	-0.775360446255915	-1.62995795671238	0	1	1	1
-0.390146024464889	-0.300648648804322	0.570801306804135	1	0	0	1
1.6991776601113	-3.14978050487395	1.23298591478497	0	1	0	0
-0.510510475450064	-0.60485952611079	-0.855271776358007	0	0	1	1
1.22138898560102	1.43865821293828	0.673723024864427	1	0	1	0
0.607728817449475	0.062967048573401	1.325422918378	1	1	0	0
1.24880967649608	0.201538269224929	2.1587582540178	1	1	1	0
NA	NA	NA	NA	NA	NA	NA
-1.55520203763208	-0.799442223403204	-0.0907571432649232	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
0.202807220232206	0.790560543825352	0.189506268642432	1	0	1	1
1.26287904150608	-3.57133953163086	1.37554829350318	0	1	0	0
NA	NA	NA	NA	NA	NA	NA
-0.0159868306669301	-0.14090820084457	0.964140659926142	1	0	1	1
-0.50323946894753	-0.0792678497308702	-0.792736735680696	0	0	1	1
0.0671923547102274	0.820171577396644	-0.555913364122409	1	0	1	1
0.2289888902609	-0.409240088026085	1.1053451818391	1	1	1	1
-0.163788101024086	0.514355081871815	0.0638579415018651	1	1	1	1
NA	NA	NA	NA	NA	NA	NA
-0.0351767826776555	-1.16131643108606	-1.61722144171919	0	1	1	1
0.163788101024086	0.345845987283176	0.73522343559413	1	1	1	1
NA	NA	NA	NA	NA	NA	NA
0.996767141482868	-2.55502337242018	-1.91818735407824	0	0	1	0
-0.118574782660205	-0.331261932382267	-1.03945704703717	0	0	1	1
2.13010112712205	0.0588787262783634	3.48772415555156	1	1	0	0
1.89063212053803	1.44473515244795	0.825065276863708	1	0	1	0
0.335504039615559	0.229872404493439	1.52455381255271	1	0	0	1
-1.55520203763208	-0.799498345887079	-0.0909534946863926	0	0	0	1
1.27720293169397	-1.20395734977678	1.8056912071333	1	1	0	0
NA	NA	NA	NA	NA	NA	NA
1.15656781138514	-0.723951581219159	-2.75811197296692	1	1	1	0
0.925719374064747	0.602056172516262	1.89336756056808	1	0	0	0
0.79602000451546	-1.45646421903058	1.25231282395688	1	1	0	0
-0.183262780376603	-0.00424296084860911	-0.608880320983879	0	0	1	1
-0.403983993375236	-1.30616635189931	0.431129688614765	0	1	0	1
0.125016858263683	-0.872921851320076	0.786772749708134	1	1	1	1
NA	NA	NA	NA	NA	NA	NA
0.89666451853592	1.15419588641357	-2.06315810974966	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
0.0736026900308321	-1.84000634729181	-0.38796287782562	0	0	0	1
0.955577537940432	0.184402543223514	2.37950157672829	1	1	1	0
0.935579378768687	-2.26240038247128	0.851388291618886	0	1	1	0
1.67269296384043	1.74861185430455	0.597279164321508	1	0	1	0
0.0992769649643386	0.881722979936564	0.480817446983686	1	0	1	1
-1.55520203763208	-0.799497959971655	-0.090952778895213	0	0	0	1
0.157310684610171	0.734226134181178	0.258504651908343	1	0	1	1
-1.55520203763208	-0.799378843280213	-0.0908490044922536	0	0	0	1
0.328746983275048	0.503878018806955	-1.55395684883145	0	0	1	1
-0.417899759793228	-0.186837049701355	-0.958580163943282	0	0	1	1
0.0287790416121531	1.00098537552685	-0.278008011344462	1	1	1	1
-0.0928529204072985	0.0131889601196589	-0.633953694359916	0	0	1	1
0.242137696702578	-0.346522707347495	-1.57959147905428	0	1	1	1
0.11213762424543	0.951816429021108	-0.108053265421226	1	0	1	1
-0.453053519076802	-0.207739872488717	-0.570662365528573	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
1.23498325903329	2.40092076551163	0.655175501021185	1	1	1	0
0.638790570017413	1.84975271573303	-1.63379857833139	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
-1.10801082046986	-0.448847011765599	0.182884000309867	1	0	0	1
-1.55520203763208	-0.799494248764702	-0.0909431579732272	0	0	0	1
-0.157310684610171	0.374081478723142	-1.24926701233925	0	0	1	1
-0.600055290569705	-0.412000951417058	-0.67945351576598	0	0	1	1
0.281846486076908	0.458000293660336	-1.71056102216855	0	0	1	1
-0.275199117017603	-0.110712854802341	-0.868948678546494	0	0	1	1
1.64733213634709	1.87279746720714	0.548055204897605	1	0	1	0
1.30666494071289	1.30731228134917	2.38473403761071	1	1	1	0
0.275199117017603	-0.0420988534164921	-1.16322109063714	0	0	1	1
0.417899759793228	0.955106840283336	0.555123713557689	1	1	1	1
0.0607847793242762	-1.53006788002218	-0.798105005397472	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
0.196284164632543	0.708055007175189	-1.87335789193497	0	0	1	1
0.72763551415159	1.43731815788518	-0.733256933016379	1	0	1	1
-0.131464126345097	0.00109410613221317	-0.620332713034558	0	0	1	1
0.584812989300606	0.585701371134948	-1.68109608626292	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
1.41998432376826	-0.340717568299818	2.08922266113849	1	1	1	0
NA	NA	NA	NA	NA	NA	NA
0.0351767826776557	0.057169978122251	0.776774361033424	1	0	0	1
0.00319723538931389	0.0794686226171581	0.607721488644699	1	1	1	1
0.183262780376603	-0.390697840499649	1.40697711952327	1	1	0	1
0.97596535587237	2.245695908873	0.710839104991091	1	1	1	0
-0.778584538620042	-0.554253982549825	0.20522753705288	1	0	0	1
-1.55520203763208	-0.799493743324381	-0.0909415910031565	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
0.248727689636916	-0.510367382047881	-1.43890808197297	0	0	1	1
-0.97596535587237	-0.305704260907426	0.314552100277478	1	0	0	1
0.488776411114669	1.94092580221282	0.248336265408713	1	0	1	1
0.813700885912227	-0.0388627419932816	1.64035425897196	1	1	0	0
-0.84071038002398	-0.346608878235419	0.509987412780764	1	1	0	1
-1.55520203763208	-0.799496080461192	-0.0909476474466526	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
-0.43189692948271	-1.27765056145564	0.408099784803534	0	1	0	1
NA	NA	NA	NA	NA	NA	NA
-0.654553762331029	-0.205449281966221	-0.5242681882792	0	0	1	1
-0.935579378768687	-1.05097153188747	0.25006818026116	0	1	0	1
-1.55520203763208	-0.799498399753667	-0.0909537151329227	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
-1.14417511675919	-0.793927303829899	-0.182313709504866	0	0	0	1
-1.15656781138514	-0.790421791011613	-0.182959474656019	0	0	0	1
0.170272396854229	1.35748586395565	-0.120698944145251	1	0	1	1
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
-0.877708296796082	-0.326044586433193	-0.406521926220789	0	0	1	1
-1.55520203763208	-0.799499718698635	-0.0909578850047364	0	0	0	1
0.288506332751193	0.138611437763022	1.5436404873824	1	0	0	1
-0.355868862366476	-1.38099556898084	0.379534355475855	0	1	0	1
-1.08468493037942	-0.876327745902211	-0.228419723647027	0	0	0	1
-0.369527346283202	-0.141053252103849	0.614028737094857	1	0	0	1
-0.813700885912227	-0.370812364562484	-0.257873316512346	0	1	1	1
-1.55520203763208	-0.799498399013498	-0.0909537113847119	0	0	0	1
-0.196284164632543	0.429801905757903	-1.33853095196562	0	0	1	1
NA	NA	NA	NA	NA	NA	NA
0.670481304533687	-0.662687958847161	2.36765950523139	1	1	0	0
-1.55520203763208	-0.799388308298985	-0.0908614188858565	0	0	0	1
0.424887938979934	-1.28172315806599	-1.35972571613437	0	0	1	1
-1.55520203763208	-0.799499329432388	-0.0909564174632382	0	0	0	1
NA	NA	NA	NA	NA	NA	NA
-0.662496524885315	-0.427812189173381	-0.588906179636358	0	0	1	1
-0.268563886255552	0.0564233150419284	-0.737614660804431	0	0	1	1
-0.868347581277608	0.00177802618948434	0.00675188777811361	1	0	1	1
