MAG01_Mycoplasma_salmoninae	MAG02_Mycoplasma_sp	MAG03_Mycoplasma_sp	MAG04_Mycoplasma_sp	MAG06_Photobacterium_phosphoreum	MAG08_Aliivibrio_sp	MAG11_Brevinema_sp	MAG12_Carnobacterium_maltaromaticum
0.0644824030860364	-0.692900345227589	NA	NA	NA	NA	-0.382725807815758	1.20534491953753
-1.57316233618485	2.13749022986198	NA	NA	1.13391405452653	NA	1.08291499868652	NA
1.66900857087999	NA	NA	NA	NA	NA	-0.408792004924532	NA
-0.355299755569294	0.187634995902632	2.10970561065133	1.43711636656545	NA	NA	NA	NA
-1.7233076511442	0.849957280892058	NA	NA	1.53134940997072	NA	-0.108673402694998	NA
0.254012551735502	NA	NA	NA	NA	NA	0.923456747182691	NA
1.28743289565295	NA	NA	NA	NA	NA	NA	NA
0.348444448052171	0.369670644562845	NA	-1.00464360373794	NA	NA	NA	-0.554922942702654
-0.0903355566172043	NA	NA	NA	-0.192954585029121	NA	NA	NA
0.287435450495723	NA	NA	NA	NA	NA	NA	NA
-0.991714612295762	1.53176111322817	1.43543636125455	1.82174852991625	0.78629618143479	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.609162924560945	1.2815515655446	NA	1.66511201061275	0.165116280362015	NA	0.961027259999151	NA
-0.17486906369041	0.259371214791067	-0.534460088215764	NA	-0.137405375250119	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.122739195891805	1.09294350645899	NA	-0.207503783263087	NA	NA	-1.39352351756939	NA
NA	NA	NA	NA	2.77829603122981	NA	NA	NA
-2.19341302186211	NA	NA	NA	2.0721509494856	NA	NA	NA
0.300892927021064	0.175782121015668	NA	-0.0343441240210113	NA	-1.1847631375479	-0.25583671440518	NA
-0.578417909843086	-0.784821658625414	-0.788793758372557	NA	0.408290913745603	NA	NA	NA
-0.129234325015169	-0.97364555676054	NA	NA	-0.206928659602106	NA	-0.720602937264474	NA
-1.55132999525037	0.753477893369784	2.52323982402306	NA	0.349417421279248	NA	NA	NA
1.53021301732608	NA	NA	NA	NA	NA	NA	NA
1.31753108546186	NA	NA	NA	NA	NA	NA	NA
0.65639792779486	NA	NA	NA	-0.92456686235372	NA	NA	NA
-0.58605193175905	0.606495082924778	NA	1.12574381378248	-0.0960293431839538	NA	NA	NA
0.247363073539613	NA	0.749612081843003	-0.172539133416581	NA	NA	NA	NA
0.355299755569295	NA	NA	NA	NA	NA	NA	NA
1.24435860924109	NA	-0.959693883927992	NA	NA	NA	NA	NA
0.341605476942461	-0.199514291451698	NA	NA	NA	NA	0.629768353288676	NA
-0.103283728654025	NA	0.914479173694805	NA	-0.393447393785266	NA	NA	-0.266994125404953
1.20347703303936	-0.738081185245132	NA	NA	NA	NA	-0.689697218547646	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.240724514802861	0.283564447327952	NA	2.04256124934631	-0.408290913745603	NA	NA	NA
-1.53021301732608	NA	NA	NA	1.48852679228661	NA	NA	NA
0.234096548098734	-1.81341756867403	NA	NA	-1.01213102537296	NA	0.817817264341113	NA
-1.3985308092299	-2.83025011620716	NA	NA	1.10823679747672	NA	NA	NA
-1.64360863372417	0.0700095650489926	1.89464435082153	NA	1.44827204150775	NA	NA	NA
-0.548210231055307	1.81341756867404	NA	NA	-0.453382654926585	NA	NA	NA
-0.0386722841078984	NA	NA	NA	NA	NA	1.04056620410249	NA
-0.142241237438448	1.15886399304744	NA	NA	NA	NA	NA	NA
-1.78322227080763	NA	NA	NA	1.73938415691956	NA	NA	NA
-0.453226566842143	0.140364388616809	0.568394032080315	1.00464360373794	0.235001395273587	NA	NA	0.176820835190442
-0.460378985286181	1.18199092349359	1.74264669097898	NA	NA	NA	NA	1.54309792741113
0.274029831397244	0.0583267352729932	NA	-0.387170298670989	NA	NA	NA	0.835371143572111
2.01693976657603	NA	NA	-1.54111963782262	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-1.02383631112746	0.866809289084231	NA	0.207503783263087	0.863289816004935	NA	1.7139469921242	NA
-0.640494906117573	-0.918915953149858	-0.436063445910337	-2.46507048467911	0.453382654926585	NA	NA	NA
0.940338998139611	NA	NA	NA	NA	NA	NA	NA
-1.11516086983093	NA	-0.638334722209517	NA	1.01213102537296	NA	NA	NA
0.135734910746694	-1.30851799695802	NA	-1.19298126027937	-0.378690063724591	NA	NA	NA
0.424842961857723	-0.140364388616809	0.0729317038162376	-0.103194986103314	-1.44827204150775	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
1.75247877322872	-1.87738667619188	NA	NA	NA	NA	NA	NA
-0.872320753263122	-0.22335938236619	NA	0.387170298670989	0.713704640910261	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.135734910746694	-1.23024692905672	1.00696105782066	-0.751993787987328	NA	NA	1.22346571451799	NA
0.314405120486654	-0.175782121015668	NA	NA	-1.41023621604298	NA	-1.22346571451799	NA
-0.155272259836499	-0.537825284354181	NA	NA	-0.068540739022992	NA	-0.488776411114669	NA
-0.431905952061179	0.0817019584756546	NA	NA	NA	NA	1.82961390961848	NA
-1.85032062159064	NA	NA	NA	NA	0.300377939554964	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.872320753263122	NA	NA	0.0687288174169471	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.396797615146473	0.678153426771148	NA	NA	NA	NA	NA	1.70755309355966
NA	NA	NA	NA	NA	NA	NA	NA
-1.24435860924109	NA	NA	NA	NA	0.887146559018876	NA	NA
-0.755629330704997	-0.0233195856934994	NA	NA	0.514993764889511	NA	1.46021581843635	NA
1.05705073811634	NA	NA	-0.846524389289302	NA	NA	-0.206323194705267	NA
1.59577137803368	NA	NA	NA	NA	NA	-0.887146559018876	NA
-1.8157499347086	-2.45845854819974	NA	NA	1.68031432762743	NA	NA	1.41218757890616
-0.799217123822312	NA	NA	NA	0.661648181506751	NA	NA	NA
-0.930359288479278	NA	NA	NA	0.883346327508692	NA	NA	NA
0.991714612295762	-0.816956148721739	NA	-0.278248094567159	NA	NA	NA	NA
0.601423664867474	-0.369670644562845	NA	NA	NA	NA	0.0361611717845943	NA
-1.41587420228006	0.116852746716332	0.436063445910337	NA	1.3068701052975	NA	NA	NA
-0.287435450495723	1.11437981488477	NA	NA	-1.53134940997072	NA	1.27609178024588	NA
0.122739195891805	0.320172974037137	-0.310982463129053	NA	-0.594896632658299	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
1.17730309979491	-0.620568271807538	NA	NA	NA	NA	NA	NA
2.66442167870201	NA	NA	NA	NA	NA	NA	NA
1.12724217623507	NA	NA	NA	NA	NA	NA	NA
1.47064120326366	NA	-1.35814208103261	NA	NA	NA	NA	NA
1.69553332989067	-0.833343264024881	NA	NA	NA	NA	NA	NA
0.307642002543332	NA	NA	NA	-0.627922600521258	NA	NA	NA
0.474755240188913	-0.955084664100959	0.131539126208648	-0.621536669307965	-1.96702500710193	NA	NA	NA
-0.881786948524327	1.87738667619188	NA	1.34668349012704	0.530697504954439	NA	NA	NA
0.0580265172133543	0.883911134604509	0.310982463129053	-0.350414831453401	-2.20688056764661	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.314405120486654	0.592541003140832	NA	NA	NA	NA	NA	NA
0.460378985286181	NA	NA	NA	NA	NA	0.543859062658913	NA
-0.862932087618015	-1.70404814523735	NA	NA	0.731488421333848	NA	NA	NA
-0.696906703192382	-0.707799515263537	NA	NA	NA	NA	NA	NA
-0.36906099380435	NA	NA	NA	0.192954585029121	NA	NA	NA
-1.36505264619852	-1.11437981488477	-2.10970561065134	NA	0.989529034398142	NA	NA	0.132312852276171
0.960584897178685	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	2.20688056764661	NA	NA	NA
0.438990554468025	NA	NA	NA	NA	NA	NA	0.606986834803486
0.817081686152106	-0.394755612782455	NA	-0.663751588626036	NA	NA	NA	NA
-0.747084006853576	-0.634765457014197	1.1645873999632	NA	0.546533227891182	NA	NA	NA
-0.648425917864395	0.152148556482331	NA	NA	NA	0.374095410197724	NA	NA
-0.348444448052171	-0.0116590002947861	NA	0.462342653634605	0.179018090140364	NA	NA	NA
-0.382892482014634	NA	0.788793758372557	NA	0.0822772694097737	NA	NA	NA
0.970856912080237	NA	NA	NA	NA	NA	NA	NA
-0.220871098082365	-1.33647107440822	1.05659234767841	-0.462342653634605	-0.15124630947327	NA	NA	-0.660751127140255
1.30233451837741	NA	NA	NA	NA	NA	-0.461791608408559	NA
0.382892482014634	-0.152148556482331	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-2.06884737360228	NA	-2.52323982402306	NA	1.87999110932235	NA	-2.5893623867044	1.30180674888568
-0.910672673738193	0.420091509939411	NA	0.707184137541987	0.749506615901603	NA	NA	NA
0.930359288479278	NA	NA	NA	-1.48852679228661	NA	NA	-1.0402029655509
0.90096062671626	NA	0.0437341981934379	NA	NA	NA	NA	NA
0.103283728654025	0.901275493219026	NA	NA	NA	NA	NA	NA
0.32797496549274	NA	NA	NA	-0.578626040355443	NA	NA	NA
-0.63260397919821	NA	NA	NA	-0.123590715270334	NA	NA	NA
0.80811716654873	NA	NA	NA	NA	NA	NA	NA
0.0774025127424383	NA	NA	NA	-0.349417421279248	NA	NA	NA
0.403778889808732	NA	NA	NA	NA	NA	-0.435138997334583	NA
-0.116249240660497	-1.75610918297022	NA	-0.798367023086942	-0.165116280362015	NA	NA	-0.606986834803486
-0.0709409776334675	-1.49511772427235	NA	NA	NA	-0.300377939554964	NA	NA
-0.920471388080184	-1.01181209257469	NA	NA	NA	0.741594043861517	NA	-0.454981140306428
-0.0322244486149187	0.955084664100959	-0.131539126208648	1.06324417769737	NA	NA	-0.181762352358626	NA
0.624752247490716	NA	0.404226033296569	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.891332827098953	-0.551347695120538	NA	NA	NA	NA	NA	NA
0.109764178151664	NA	NA	NA	-0.364014750632664	NA	-0.0844579835675267	NA
NA	2.83025011620715	NA	NA	0.967421566101701	NA	NA	NA
0.00644381907887469	NA	NA	NA	NA	NA	1.12730065724537	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.981232401801765	-0.88391113460451	-0.914479173694805	-0.58040158634797	NA	NA	NA	-1.11895838106256
0.593720261831795	NA	NA	NA	-0.94577708618932	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
1.19028813662731	-0.722857491469167	NA	NA	NA	NA	NA	NA
1.88725553458936	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.601423664867474	0.578701360735488	NA	NA	0	0.122153088902552	NA	NA
-1.07985746807342	-0.99254809035073	NA	NA	-0.235001395273587	NA	NA	NA
0.0838672811684046	0.432860277896241	-0.161000479151997	NA	-0.61132626451705	NA	NA	-0.406724251871364
-1.16451359217925	0.484674896022781	NA	NA	-0.013697850610843	0.652794315385751	NA	NA
0.267345594097853	-1.18199092349359	-0.602995582560183	NA	NA	NA	0.887146559018876	NA
1.41587420228006	NA	NA	NA	NA	NA	NA	NA
-2.01693976657603	NA	NA	NA	1.80523285709211	-1.11724662786308	NA	NA
2.27117730386114	NA	NA	NA	NA	NA	-1.12730065724537	NA
1.27281180002077	NA	NA	NA	NA	NA	-0.752212833880637	NA
1.34887259512479	-0.66355253611733	-1.28820555557844	NA	NA	NA	-1.7139469921242	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.648425917864395	NA	NA	NA	NA	NA	0.461791608408559	NA
-0.19453326084342	-0.34481619361579	1.10897292895383	0.103194986103314	-0.263260598299287	NA	NA	NA
-1.09147422512567	NA	1.35814208103261	2.46507048467911	0.123590715270334	0.0174080199747078	NA	2.37510708419477
-0.0838672811684046	0	-0.871060847849672	-1.43711636656545	-0.863289816004935	-0.449906614769228	-1.33251106566902	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.334782446194977	NA	NA	NA	-0.903764633667776	NA	0.382725807815758	NA
0.721768176653191	-0.606495082924778	-0.220372070395064	-0.896729989949441	NA	NA	NA	-0.835371143572111
-0.403778889808732	1.30851799695802	NA	NA	NA	NA	NA	NA
1.92696031486911	NA	NA	NA	NA	NA	NA	NA
-0.65639792779486	1.20576794947479	NA	NA	NA	NA	NA	NA
-0.90096062671626	1.65623410740203	NA	NA	0.562507211254823	NA	NA	NA
-0.511137900382455	-1.39574699294967	NA	NA	0.364014750632664	NA	-0.356917128836766	NA
-3.01489361312926	NA	0.829225630721286	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.260673280368496	-0.407390871778182	NA	NA	0.041103838195112	-1.2581615610631	0.23100915166688	NA
-0.772887963162751	NA	NA	NA	0.594896632658299	NA	NA	NA
0.0968076138275016	0.0349833428091474	NA	NA	NA	NA	0.784592876983266	-0.221682051258171
0.148753591169197	0.833343264024881	NA	NA	NA	NA	NA	NA
-0.525879803406313	-0.497828890367652	0.674489750196082	-2.04256124934631	NA	NA	2.18558263992123	NA
-0.438990554468025	-0.47160423636559	-0.0437341981934378	NA	-1.0352622634209	-0.122153088902552	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.341605476942461	NA	NA	NA	NA	-0.0174080199747078	1.1740259905933	NA
-0.688715101907489	0.620568271807538	-0.711548857567936	-0.540226128076981	0.483958529915863	NA	-0.784592876983266	NA
-0.730154698364977	NA	NA	NA	-0.438253974846778	-1.42978833594552	0.752212833880637	NA
-1.66900857087999	NA	NA	NA	NA	2.03683413170139	-1.61750540104545	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.187970542869354	NA	NA	NA	NA	NA	NA	NA
-1.31753108546186	-1.57058502856742	NA	NA	0.013697850610843	1.1847631375479	NA	NA
-0.0580265172133543	NA	NA	NA	NA	-2.46012433756	1.39352351756938	NA
-0.375967747010303	1.01181209257469	NA	NA	-0.78629618143479	NA	1.53412054435255	NA
-0.540736892441669	1.39574699294967	NA	NA	-0.731488421333848	-0.652794315385751	NA	NA
-1.10324017437011	-0.800785535913978	0.501130802789714	NA	1.05896112117389	NA	NA	NA
-2.4878035692503	2.45845854819973	NA	NA	1.37413779750693	NA	NA	NA
1.23050248390023	-1.36550932818113	NA	NA	NA	NA	NA	NA
0.696906703192382	-0.649091756599981	-0.568394032080315	-0.94930452376991	NA	NA	-0.851969952734788	NA
-0.362171801459016	1.46037861591456	NA	0.846524389289302	-0.468615827002329	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.481980144359553	0.692900345227589	NA	NA	NA	0.192663868219727	-0.961027259999151	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.844379124986259	NA	NA	NA	NA	0.528399301498654	NA	NA
0.570817449479052	NA	NA	NA	NA	NA	0.435138997334583	NA
-1.92696031486911	NA	NA	NA	NA	2.46012433756	NA	NA
0.0709409776334674	0.211421809893315	0.534460088215764	NA	NA	NA	0.720602937264474	NA
-1.75247877322872	NA	NA	NA	0.263260598299287	1.65847206103563	NA	NA
1.33303816335538	NA	NA	NA	NA	NA	-0.600644303326911	NA
0.17486906369041	NA	NA	NA	NA	NA	NA	NA
0.764230192372117	-0.235328871069517	NA	NA	NA	NA	-1.0000058179836	NA
1.96995797048594	NA	NA	NA	NA	NA	NA	NA
0.950413250788353	NA	NA	NA	NA	NA	0.0844579835675267	NA
0.496506255393747	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.664411873955324	-0.163953891395631	NA	0.540226128076981	0.468615827002329	NA	NA	NA
0.187970542869353	0.382183066249703	0.250338505178962	NA	NA	NA	NA	NA
-1.50975716614783	NA	NA	NA	NA	1.53412054435255	NA	NA
-0.826112354734872	0.524400512708041	-0.102191529341684	NA	0.627922600521259	NA	NA	1.11895838106256
-1.01301293077857	NA	NA	NA	0.824182153996376	NA	1.97668786724428	0.899434907667234
0.389835626505525	-0.484674896022781	NA	NA	NA	NA	0.572021081872945	NA
-2.66442167870201	-2.26920579628496	NA	NA	2.40003637712739	NA	NA	NA
0.826112354734872	NA	NA	NA	NA	NA	NA	NA
-0.32797496549274	1.07199800049336	NA	NA	NA	-0.157310684610171	0.280823010303033	NA
0.181415910762099	NA	NA	NA	-0.562507211254823	NA	0.408792004924532	NA
-1.38159817168425	NA	NA	NA	NA	0.488776411114669	NA	NA
0.53329363331523	-1.15886399304744	NA	NA	NA	NA	0.132952724033632	NA
-1.20347703303936	0.97364555676054	NA	NA	1.16036153809415	NA	NA	NA
-0.835210903358091	NA	NA	NA	0.678795004338105	-1.33904643837097	NA	NA
-1.19028813662731	-0.849957280892058	NA	NA	0.696143769858482	0.568869884057778	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.396797615146472	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.280726334691297	0.784821658625414	NA	NA	-0.041103838195112	NA	NA	NA
-2.27117730386114	NA	NA	NA	NA	-0.0522451803759404	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.0515730489162428	NA	NA	NA	-0.499416015582447	NA	NA	NA
0.835210903358091	-0.76905532945128	NA	-0.0687288174169471	NA	NA	NA	NA
0.161797533250249	0.511069594736958	NA	-0.242724046399698	-0.843574705532773	NA	-0.331344058246315	-0.774565430336672
-0.474755240188913	-0.432860277896241	NA	NA	-0.883346327508692	0.228259581475941	NA	NA
-0.00644381907887469	0.247332171501421	NA	NA	-0.661648181506751	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0	-1.20576794947479	-0.674489750196082	NA	NA	-0.568869884057778	NA	NA
-0.227478849425472	0.551347695120538	NA	NA	-0.678795004338105	-0.192663868219727	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.781604058912742	NA	NA	NA	NA	NA	2.5893623867044	NA
0.227478849425472	0.271447970132387	NA	NA	NA	NA	0.65943669544203	NA
-2.36572390185836	NA	NA	NA	1.62658561452862	0.264146976825923	-1.46021581843635	-1.93793151085283
-1.69553332989066	0.66355253611733	NA	NA	1.57718006606787	NA	-1.04056620410249	NA
-0.616938844214651	NA	NA	NA	0.378690063724591	NA	NA	NA
1.7233076511442	NA	NA	NA	NA	NA	NA	NA
-1.47064120326366	NA	NA	NA	-0.546533227891182	1.42978833594552	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-1.25845785156341	-1.25548616982443	NA	NA	-1.16036153809415	NA	NA	1.0402029655509
-1.00230693790016	NA	NA	NA	0.92456686235372	NA	NA	NA
-0.950413250788353	NA	NA	NA	-1.80523285709211	0.788241334497484	NA	NA
0.260673280368496	0.564971685380069	NA	NA	NA	NA	NA	NA
-0.0128879057370764	NA	NA	NA	NA	-0.411705142123822	NA	NA
-0.389835626505525	-1.09294350645899	NA	NA	-2.77829603122981	0.08714588195686	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.555714314076301	2.03490467897135	-0.501130802789714	1.19298126027937	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.410779899811658	NA	NA	NA	NA	NA	NA	NA
-0.981232401801765	-0.128599681168288	NA	NA	0.291731656343878	0.696507421579018	-0.132952724033632	0.221682051258171
-1.06838463793136	NA	-0.404226033296569	NA	NA	0.939990912189466	NA	NA
-1.59577137803369	0.34481619361579	-1.89464435082153	NA	1.41023621604298	NA	NA	NA
-0.201104368024286	-0.0817019584756546	NA	NA	-0.0822772694097735	NA	-0.157310684610171	-0.132312852276171
1.43365425969428	NA	NA	NA	NA	NA	NA	NA
-0.300892927021064	0.357215834634585	NA	NA	0.0548171301877681	NA	NA	NA
0.518494766586911	NA	NA	NA	NA	NA	NA	NA
-0.0968076138275015	1.03145909392125	NA	0.42445656368122	NA	NA	NA	-0.043990118295311
0.772887963162751	-1.05151253402965	-0.280531492593	NA	NA	NA	NA	NA
0.0903355566172043	0.0233195856934993	0.161000479151997	NA	-0.644693725779555	-1.53412054435255	0.0602919956159958	-0.312861399760112
0.214272976548925	0.738081185245132	NA	NA	NA	NA	NA	NA
-0.294157529561184	0.918915953149858	NA	NA	NA	NA	NA	NA
-0.0774025127424384	0.407390871778182	-1.22405830739681	NA	-0.249106129120478	NA	-0.543859062658913	NA
0.563249821605765	-0.0934055326098771	NA	NA	NA	NA	-0.572021081872945	NA
NA	NA	NA	NA	NA	NA	NA	NA
-1.15191178131395	0.634765457014197	0.638334722209517	NA	1.0352622634209	NA	NA	NA
-0.267345594097853	1.23024692905672	-0.0729317038162375	0.663751588626036	-1.21584567472392	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
1.16451359217925	NA	NA	NA	-1.57718006606787	NA	NA	NA
0.79037994205709	NA	NA	NA	NA	NA	NA	NA
0.511137900382455	-0.524400512708041	0.372793251947191	-1.66511201061275	NA	NA	NA	NA
0.747084006853576	-0.753477893369784	NA	NA	NA	NA	-0.0361611717845944	NA
-0.0193325276317198	0.936847108358368	0.602995582560183	NA	NA	NA	NA	NA
0.294157529561184	0.199514291451698	NA	NA	NA	NA	NA	0.406724251871364
-1.45189945911163	0.816956148721739	-0.468349208531781	NA	1.3397462093911	NA	NA	NA
-1.17730309979491	0.537825284354181	NA	NA	1.08327016348967	-0.08714588195686	NA	NA
-0.0515730489162428	0.99254809035073	NA	NA	NA	NA	0.157310684610171	NA
-0.624752247490716	-0.058326735272993	NA	-1.82174852991625	0.438253974846777	-1.81551733495267	NA	NA
0.220871098082365	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.0322244486149187	0.800785535913978	-0.372793251947191	0.278248094567159	NA	NA	NA	NA
-0.44609725954636	1.70404814523735	NA	NA	-0.696143769858482	NA	NA	NA
0.207684170366794	0.649091756599982	NA	NA	NA	NA	NA	NA
-0.307642002543332	1.49511772427235	NA	0.242724046399699	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-1.43365425969428	-0.271447970132387	NA	NA	-0.277468011484288	1.33904643837097	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.496506255393747	NA	NA	NA	0.15124630947327	NA	NA	NA
-0.16179753325025	0.10512191528298	NA	NA	-1.10823679747672	-0.228259581475941	NA	NA
-0.424842961857723	NA	NA	NA	0.109799602862631	-0.264146976825924	NA	NA
-0.764230192372117	1.95011183710686	0.102191529341683	NA	0.334894172729616	-0.337007679353202	NA	NA
0.910672673738193	NA	NA	NA	-1.68031432762743	NA	0.181762352358626	NA
0.781604058912742	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
-0.109764178151664	0.307924825643591	NA	NA	NA	NA	1.33251106566902	NA
0.578417909843086	NA	NA	NA	-0.989529034398141	NA	NA	NA
-0.563249821605765	-1.03145909392125	0.220372070395064	NA	0.393447393785266	NA	NA	NA
-0.940338998139611	NA	NA	NA	0.843574705532773	-0.788241334497484	NA	NA
0.44609725954636	NA	NA	NA	-0.767771497333423	-2.03683413170139	NA	NA
1.00230693790016	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.0386722841078986	NA	NA	NA	NA	-0.488776411114669	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.799217123822312	-0.592541003140832	NA	NA	NA	NA	NA	-0.359396830291548
0.664411873955324	NA	NA	NA	NA	-0.995600185841957	NA	NA
1.8157499347086	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
3.01489361312927	NA	NA	NA	NA	NA	NA	-1.41218757890616
1.15191178131395	NA	NA	NA	NA	NA	NA	-1.54309792741113
-0.214272976548925	-0.247332171501421	0.190602272927486	NA	-0.0548171301877681	NA	-1.27609178024588	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
1.25845785156341	-1.07199800049336	NA	NA	NA	NA	-1.1740259905933	NA
2.4878035692503	NA	NA	NA	NA	NA	NA	NA
-0.503808595503126	NA	NA	NA	0.220943261321754	NA	NA	NA
-0.0257779525755524	NA	NA	NA	NA	-0.374095410197723	-1.08291499868652	NA
1.11516086983093	NA	NA	NA	NA	NA	-0.817817264341114	NA
0.0128879057370765	NA	NA	NA	-0.32044122355731	NA	-0.0602919956159958	NA
0.881786948524327	-0.936847108358368	NA	NA	NA	-1.65847206103563	-2.18558263992122	NA
1.78322227080763	NA	NA	NA	NA	NA	NA	NA
0.548210231055306	-0.211421809893315	-1.62271116842144	0.137784216346924	NA	NA	NA	-0.716497500177991
NA	NA	NA	NA	NA	NA	NA	NA
-0.853618877618136	NA	NA	NA	0.206928659602106	0.411705142123822	NA	NA
0.705145337967923	NA	NA	NA	NA	NA	NA	NA
-0.321182650060975	NA	1.62271116842144	NA	NA	NA	NA	NA
2.36572390185836	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
0.555714314076301	-1.95011183710686	NA	NA	NA	NA	NA	0.554922942702654
0.540736892441669	0.295722699452161	NA	NA	NA	NA	NA	NA
1.01301293077857	-1.6119319708001	NA	NA	-1.24504623877406	NA	NA	NA
